Dia;Hora;GHI;cantidad;GHI_prom
14.0;21.0;0.0;1;0.0
14.0;22.0;0.7387343018960847;6;0.12312238364934745
14.0;23.0;3.078059591233686;5;0.6156119182467372
15.0;0.0;0.0;3;0.0
15.0;1.0;3.447426742181728;17;0.20278980836363106
15.0;6.0;79.04457030288106;14;5.646040735920075
15.0;7.0;5302.265451859149;49;108.20949901753364
15.0;8.0;20048.263974390542;60;334.13773290650903
15.0;9.0;24802.634819010094;55;450.95699670927445
15.0;10.0;25687.761635065257;34;755.5224010313311
15.0;11.0;42578.92144791923;44;967.7027601799825
15.0;12.0;34496.42945087417;32;1078.013420339818
15.0;13.0;43680.128047278995;39;1120.003283263564
15.0;14.0;39309.28342772715;36;1091.9245396590875
15.0;15.0;30791.430682098002;30;1026.3810227366
15.0;16.0;26562.546170893864;32;830.0795678404332
15.0;17.0;14371.213986702778;35;410.6061139057937
15.0;18.0;6341.295247475991;35;181.17986421359976
15.0;19.0;1403.1026840679633;51;27.51181733466595
15.0;20.0;76.21275547894606;13;5.86251965222662
15.0;22.0;65.00861856685545;4;16.25215464171386
15.0;23.0;442.994336370352;31;14.29013988291458
16.0;0.0;99.35976360502337;26;3.821529369423976
16.0;1.0;7.756710169908888;12;0.646392514159074
16.0;2.0;0.0;2;0.0
16.0;6.0;67.59418862349175;13;5.199552971037827
16.0;7.0;5250.80029549372;51;102.95686853909255
16.0;8.0;19227.77640975129;60;320.46294016252153
16.0;9.0;33769.76114257573;60;562.8293523762621
16.0;10.0;47373.06082245752;60;789.5510137076253
16.0;11.0;51861.97980792907;54;960.407033480168
16.0;12.0;39780.842157104154;37;1075.15789613795
16.0;13.0;38938.80817532627;40;973.4702043831567
16.0;14.0;25436.71509480424;56;454.2270552643614
16.0;15.0;33035.705491258304;56;589.9233123438983
16.0;16.0;21828.49051957646;60;363.8081753262743
16.0;17.0;10024.74759911352;60;167.07912665189198
16.0;18.0;4850.036936715094;60;80.83394894525158
16.0;19.0;1330.4604777148484;60;22.174341295247473
16.0;20.0;1.3543462201428218;3;0.45144874004760727
17.0;2.0;0.0;1;0.0
17.0;6.0;46.66338340310267;17;2.744904906064863
17.0;7.0;3995.936961339572;60;66.59894935565953
17.0;8.0;15719.28096527949;60;261.98801608799147
17.0;9.0;33942.255602068464;60;565.7042600344744
17.0;10.0;44086.67815808914;58;760.1151406567093
17.0;11.0;34809.77591726175;39;892.5583568528655
17.0;12.0;33417.87737010588;30;1113.929245670196
17.0;13.0;20773.701058852497;58;358.1672596353879
17.0;14.0;40401.00960354593;59;684.7628746363716
17.0;15.0;12922.92538783551;60;215.38208979725852
17.0;16.0;14442.748091603053;59;244.79234053564497
17.0;17.0;17945.579906426985;40;448.63949766067464
17.0;18.0;6264.4668800787995;55;113.89939781961453
17.0;19.0;1519.9458261511943;60;25.332430435853237
17.0;20.0;1.7237133710908643;8;0.21546417138635804
18.0;0.0;0.0;1;0.0
18.0;1.0;0.0;2;0.0
18.0;2.0;0.0;3;0.0
18.0;6.0;56.14380694410243;12;4.678650578675202
18.0;7.0;5406.180743659195;57;94.84527620454729
18.0;8.0;18985.84092588032;60;316.4306820980053
18.0;9.0;30302.388574242796;55;550.9525195316872
18.0;10.0;30962.20142821964;42;737.1952721004676
18.0;11.0;37907.53508987933;39;971.9880792276753
18.0;12.0;36501.477468603785;34;1073.5728667236408
18.0;13.0;34984.60970204383;34;1028.959108883642
18.0;14.0;15374.538291061317;39;394.2189305400338
18.0;15.0;34446.56488549618;37;930.9882401485453
18.0;16.0;27170.40137897069;36;754.7333716380748
18.0;17.0;18711.89362226053;38;492.41825321738236
18.0;18.0;14953.705983747841;40;373.842649593696
18.0;19.0;3476.483624722974;58;59.93937284005128
18.0;20.0;18.468357547402118;10;1.8468357547402117
18.0;23.0;0.0;4;0.0
19.0;4.0;0.0;1;0.0
19.0;5.0;0.0;5;0.0
19.0;6.0;16.37527702536321;33;0.4962205159200973
19.0;7.0;564.8854961832061;60;9.414758269720101
19.0;8.0;2708.938685052943;60;45.14897808421572
19.0;9.0;8636.912090618072;60;143.94853484363455
19.0;10.0;12896.084708199951;60;214.93474513666584
19.0;11.0;17453.70598374784;60;290.89509972913066
19.0;12.0;18703.27505540507;60;311.7212509234178
19.0;13.0;41659.19724205862;60;694.3199540343103
19.0;14.0;59904.33390790445;55;1089.1697074164447
19.0;15.0;43358.039891652305;44;985.4099975375524
19.0;16.0;26623.36862841665;33;806.7687463156561
19.0;17.0;25431.05146515636;45;565.1344770034747
19.0;18.0;14717.311007141094;56;262.8091251275195
19.0;19.0;3381.925634080273;60;56.365427234671216
19.0;20.0;43.09283427727161;15;2.8728556184847744
19.0;23.0;0.0;4;0.0
20.0;0.0;0.0;9;0.0
20.0;2.0;0.0;2;0.0
20.0;6.0;50.48017729623245;14;3.6057269497308893
20.0;7.0;4927.234671263235;60;82.12057785438725
20.0;8.0;16901.994582615116;60;281.6999097102519
20.0;9.0;32199.704506279246;60;536.6617417713207
20.0;10.0;43756.09455799064;58;754.4154234136317
20.0;11.0;40955.06032996799;44;930.7968256810908
20.0;12.0;33198.965771977346;32;1037.467680374292
20.0;13.0;28622.7530164984;35;817.7929433285257
20.0;14.0;31818.640728884508;39;815.8625827919104
20.0;15.0;25391.406057621276;36;705.3168349339244
20.0;16.0;25467.741935483864;36;707.4372759856628
20.0;17.0;18317.655749815316;44;416.3103579503481
20.0;18.0;11350.775671016982;51;222.56422884347023
20.0;19.0;3755.725190839694;60;62.59541984732823
20.0;20.0;66.48608717064762;17;3.9109463041557424
21.0;0.0;0.0;6;0.0
21.0;3.0;0.0;5;0.0
21.0;4.0;2.216202905688254;19;0.11664225819411864
21.0;6.0;41.24599852253139;10;4.124599852253139
21.0;7.0;4088.6481162275295;60;68.14413527045882
21.0;8.0;11092.21866535336;60;184.87031108922267
21.0;9.0;31832.553558236872;60;530.5425593039479
21.0;10.0;38442.378724452086;52;739.2765139317709
21.0;11.0;37911.22876138881;41;924.6641161314344
21.0;12.0;45018.46835754739;43;1046.9411245941253
21.0;13.0;37793.64688500368;34;1111.5778495589318
21.0;14.0;36214.479192317165;33;1097.4084603732474
21.0;15.0;18159.6897315932;34;534.1085215174471
21.0;16.0;19789.953213494213;38;520.788242460374
21.0;17.0;19661.04407781335;40;491.5261019453337
21.0;18.0;6479.315439546908;32;202.47860748584088
21.0;19.0;1756.7101699088896;47;37.37681212572105
21.0;20.0;36.3211031765575;14;2.59436451261125
22.0;6.0;24.25510957892144;10;2.4255109578921443
22.0;7.0;3704.013789706968;60;61.733563161782804
22.0;8.0;18763.4819010096;60;312.72469835016
22.0;9.0;23666.461462693915;50;473.3292292538783
22.0;10.0;23619.67495690716;34;694.6963222619753
22.0;11.0;28065.008618566848;30;935.5002872855616
22.0;12.0;27540.137897069686;31;888.391545066764
22.0;13.0;27535.582368874657;40;688.3895592218664
22.0;14.0;26462.570795370597;31;853.6313159796966
22.0;15.0;32249.445949273577;38;848.6696302440415
22.0;16.0;17622.999261265693;33;534.0302806444149
22.0;17.0;14579.41393745383;40;364.48534843634576
22.0;18.0;6417.138635803986;43;149.2357822279997
22.0;19.0;2691.3321841910856;56;48.05950328912653
22.0;20.0;57.128786013297216;12;4.760732167774768
23.0;2.0;0.0;1;0.0
23.0;5.0;0.0;1;0.0
23.0;6.0;68.70229007633587;25;2.748091603053435
23.0;7.0;5757.695148978083;60;95.96158581630138
23.0;8.0;19434.252647131245;60;323.9042107855208
23.0;9.0;29054.789460723954;56;518.8355260843563
23.0;10.0;33229.62324550603;45;738.4360721223562
23.0;11.0;35117.704998768764;36;975.4918055213545
23.0;12.0;37919.23171632603;33;1149.0676277674554
23.0;13.0;44107.362718542245;38;1160.7200715405854
23.0;14.0;39272.10046786506;37;1061.4081207531096
23.0;15.0;29695.64146761881;31;957.9239183102842
23.0;16.0;29100.59098744152;36;808.3497496511533
23.0;17.0;15727.037675449395;27;582.4828768684961
23.0;18.0;12012.804727899533;36;333.6890202194315
23.0;19.0;2157.473528687515;37;58.310095369932846
23.0;20.0;3.0780595912336857;5;0.6156119182467371
24.0;6.0;4.8017729623245495;6;0.8002954937207583
24.0;7.0;4221.250923417877;60;70.35418205696462
24.0;8.0;17440.778133464668;60;290.67963555774446
24.0;9.0;31976.36050233932;60;532.9393417056554
24.0;10.0;40838.09406550111;59;692.171085855951
24.0;11.0;42073.99655257325;44;956.2271943766647
24.0;12.0;3651.933021423293;54;67.62838928561654
24.0;13.0;418.1236148731838;58;7.2090278426411
24.0;14.0;1069.6872691455308;31;34.50604094017841
24.0;15.0;2518.83772469835;58;43.428236632730176
24.0;16.0;2156.7347943856184;57;37.83745253308103
24.0;17.0;3703.7675449396697;53;69.88240650829566
24.0;18.0;2855.2080768283663;54;52.874223644969746
24.0;19.0;761.7581876385121;50;15.235163752770243
24.0;20.0;86.06254617089385;52;1.6550489648248818
24.0;21.0;34.843634572765325;30;1.1614544857588442
24.0;22.0;0.0;28;0.0
24.0;23.0;58.60625461708939;49;1.196046012593661
25.0;0.0;0.0;10;0.0
25.0;1.0;0.0;4;0.0
25.0;2.0;0.9849790691947795;8;0.12312238364934744
25.0;3.0;228.6382664368382;38;6.0167964851799525
25.0;4.0;477.2223590248705;42;11.362437119639774
25.0;5.0;510.7116473774932;46;11.102427116902026
25.0;6.0;190.22408273824183;47;4.047320909324294
25.0;7.0;497.16818517606504;43;11.562050818048023
25.0;8.0;2249.199704506279;48;46.85832717721414
25.0;9.0;5267.791184437332;45;117.0620263208296
25.0;10.0;9019.576459000247;45;200.43503242222772
25.0;11.0;10568.209800541737;46;229.74369131612474
25.0;12.0;11780.349667569564;42;280.48451589451344
25.0;13.0;12391.159812853974;50;247.82319625707947
25.0;14.0;32510.957892144794;58;560.5337567611172
25.0;15.0;18868.259049495195;56;336.93319731241417
25.0;16.0;24336.739719280962;59;412.487113886118
25.0;17.0;19154.272346712627;60;319.2378724452104
25.0;18.0;12096.281704013789;59;205.02172379684387
25.0;19.0;2821.4725437084453;49;57.58107232058052
25.0;20.0;30.534351145038165;13;2.3487962419260127
25.0;21.0;0.0;7;0.0
25.0;22.0;0.0;1;0.0
25.0;23.0;0.0;2;0.0
26.0;0.0;0.0;13;0.0
26.0;1.0;0.0;12;0.0
26.0;2.0;54.78946072395961;12;4.565788393663301
26.0;3.0;1264.959369613396;49;25.815497339048896
26.0;4.0;344.9889189854715;31;11.128674805982952
26.0;5.0;0.0;4;0.0
26.0;6.0;2.216202905688254;7;0.31660041509832204
26.0;7.0;528.5643930066486;48;11.011758187638513
26.0;8.0;5783.550849544447;51;113.40295783420486
26.0;9.0;17790.199458261504;53;335.6641407219152
26.0;10.0;42863.82664368381;60;714.3971107280635
26.0;11.0;59171.75572519082;60;986.1959287531804
26.0;12.0;71196.87269145533;60;1186.6145448575887
26.0;13.0;46849.175080029534;60;780.8195846671589
26.0;14.0;52869.61339571536;60;881.1602232619226
26.0;15.0;25676.18813100222;60;427.93646885003704
26.0;16.0;11753.385865550355;60;195.88976442583925
26.0;17.0;10259.911351883775;60;170.99852253139625
26.0;18.0;6102.437823196255;60;101.7072970532709
26.0;19.0;1865.5503570549126;60;31.09250595091521
26.0;20.0;13.297217434129522;10;1.3297217434129522
26.0;21.0;0.0;5;0.0
26.0;22.0;0.0;5;0.0
26.0;23.0;0.0;4;0.0
27.0;0.0;0.0;6;0.0
27.0;1.0;0.0;1;0.0
27.0;2.0;0.0;2;0.0
27.0;3.0;0.0;3;0.0
27.0;4.0;0.0;17;0.0
27.0;5.0;0.0;13;0.0
27.0;6.0;19.083969465648853;16;1.1927480916030533
27.0;7.0;1650.5786752031518;50;33.01157350406304
27.0;8.0;7734.178773701057;57;135.6873469070361
27.0;9.0;20571.16473774932;60;342.8527456291553
27.0;10.0;19223.097759172615;60;320.38496265287694
27.0;11.0;23896.577197734543;60;398.2762866289091
27.0;12.0;59105.5158827875;60;985.0919313797916
27.0;13.0;64400.147746860384;60;1073.3357957810065
27.0;14.0;42361.9798079291;60;706.0329967988183
27.0;15.0;43354.469342526456;60;722.5744890421076
27.0;16.0;39681.23614873183;60;661.3539358121972
27.0;17.0;6088.771238611179;60;101.47952064351965
27.0;18.0;1921.078552080768;60;32.017975868012805
27.0;19.0;636.4196010834767;60;10.606993351391278
27.0;20.0;1.8468357547402117;9;0.20520397274891242
27.0;21.0;0.0;10;0.0
27.0;23.0;0.0;2;0.0
28.0;0.0;0.0;8;0.0
28.0;2.0;0.0;2;0.0
28.0;3.0;0.0;9;0.0
28.0;4.0;4.432405811376508;53;0.08363029832785865
28.0;5.0;0.7387343018960847;16;0.04617089386850529
28.0;6.0;16.621521792661902;17;0.9777365760389354
28.0;7.0;2225.4370844619552;60;37.09061807436592
28.0;8.0;6464.417631125339;60;107.74029385208898
28.0;9.0;16207.707461216445;60;270.12845768694075
28.0;10.0;32877.61635065254;60;547.9602725108757
28.0;11.0;35308.54469342526;60;588.475744890421
28.0;12.0;44653.28736764343;60;744.2214561273905
28.0;13.0;39407.16572272837;59;667.918063097091
28.0;14.0;29134.572765328743;60;485.57621275547905
28.0;15.0;27864.688500369364;60;464.4114750061561
28.0;16.0;20788.229500123125;60;346.47049166871875
28.0;17.0;11285.767052450132;60;188.09611754083554
28.0;18.0;4529.426249692192;60;75.49043749486987
28.0;19.0;1263.1125338586562;60;21.051875564310937
28.0;20.0;304.1122876138881;42;7.240768752711621
28.0;21.0;1141.2213740458017;60;19.020356234096695
28.0;22.0;472.4205860625461;51;9.263148746324433
28.0;23.0;1.108101452844127;24;0.04617089386850529
29.0;0.0;90.61807436591971;50;1.8123614873183942
29.0;1.0;556.1438069441024;50;11.122876138882047
29.0;2.0;237.25683329229258;41;5.786752031519331
29.0;3.0;0.36936715094804234;23;0.01605944134556706
29.0;4.0;52.57325781827135;39;1.3480322517505474
29.0;5.0;302.2654518591478;51;5.926773565865643
29.0;6.0;0.0;11;0.0
29.0;7.0;263.11253385865547;46;5.719837692579467
29.0;8.0;2362.7185422309776;55;42.95851894965414
29.0;9.0;4776.655996060082;49;97.48277542979758
29.0;10.0;6004.924895345975;40;150.12312238364936
29.0;11.0;6252.031519330214;43;145.3960818448887
29.0;12.0;5055.035705491258;35;144.42959158546452
29.0;13.0;11886.35803989165;36;330.1766122192125
29.0;14.0;5279.980300418615;27;195.55482594143018
29.0;16.0;328.3673971928096;1;328.3673971928096
29.0;17.0;5318.64072888451;14;379.90290920603644
29.0;18.0;1132.1103176557497;6;188.68505294262494
29.0;19.0;370.22900763358774;7;52.88985823336968
