,PeriodStart,PeriodEnd,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily,GHI(W/m2) medido,UVE (W/m2) medido
0,2013-01-01T00:00:00Z,2013-01-01T01:00:00Z,PT60M,21.6,126,56.0,19.0,0,0,0,0,33.4,84.8,0.0,805.1,118,2.1,106,0.14,-10.10424361815644,-3.0681e-05
1,2013-01-01T01:00:00Z,2013-01-01T02:00:00Z,PT60M,20.5,135,71.0,18.7,0,0,0,0,33.7,89.7,0.0,805.9,125,1.7,116,0.14,-9.95034063859476,-3.570840000000001e-05
2,2013-01-01T02:00:00Z,2013-01-01T03:00:00Z,PT60M,19.3,148,78.4,18.5,0,0,0,0,33.9,94.7,0.0,806.7,137,1.3,125,0.14,-9.741032586390872,-2.813579999999999e-05
3,2013-01-01T03:00:00Z,2013-01-01T04:00:00Z,PT60M,18.6,164,52.7,18.2,0,0,0,0,33.9,97.1,0.0,806.7,145,1.0,130,0.14,-9.287531806615778,-2.835945e-05
4,2013-01-01T04:00:00Z,2013-01-01T05:00:00Z,PT60M,18.3,-178,45.8,17.8,0,0,0,0,33.5,96.6,0.0,806.1,144,0.6,132,0.14,-9.250595091520973,-3.29616e-05
5,2013-01-01T05:00:00Z,2013-01-01T06:00:00Z,PT60M,18.0,-160,70.1,17.4,0,0,0,0,33.0,96.1,0.0,805.5,139,0.3,129,0.14,-6.960518755643109,-5.874120000000001e-05
6,2013-01-01T06:00:00Z,2013-01-01T07:00:00Z,PT60M,17.5,-145,77.8,16.7,0,0,0,0,32.9,95.5,0.0,805.5,150,1.2,123,0.14,-8.916112615940241,-0.00012194595
7,2013-01-01T07:00:00Z,2013-01-01T08:00:00Z,PT60M,16.7,-133,77.6,15.8,0,0,0,0,33.0,94.8,0.0,806.2,151,3.3,114,0.14,-2.573257818271361,0.00101784375
8,2013-01-01T08:00:00Z,2013-01-01T09:00:00Z,PT60M,15.8,-124,76.4,14.9,0,0,0,0,33.0,94.0,0.0,807.0,152,5.4,104,0.14,-1.957645900024624,0.002059356600000001
9,2013-01-01T09:00:00Z,2013-01-01T10:00:00Z,PT60M,14.9,-117,63.6,13.8,3,0,0,3,31.4,92.9,0.0,808.5,157,6.3,92,0.14,22.32208815562669,0.0101556315
10,2013-01-01T10:00:00Z,2013-01-01T11:00:00Z,PT60M,14.0,-111,76.1,12.6,24,0,0,24,28.2,91.4,0.0,810.9,167,6.0,79,0.14,65.68579167692687,0.02770677
11,2013-01-01T11:00:00Z,2013-01-01T12:00:00Z,PT60M,13.1,-106,84.0,11.4,57,0,0,57,25.0,89.9,0.0,813.3,178,5.9,66,0.14,75.68127718952637,0.037662345
12,2013-01-01T12:00:00Z,2013-01-01T13:00:00Z,PT60M,12.6,-101,78.4,10.4,123,0,0,123,22.8,86.7,0.0,814.6,185,5.5,53,0.14,178.7347123040302,0.08104729499999999
13,2013-01-01T13:00:00Z,2013-01-01T14:00:00Z,PT60M,12.6,-97,87.7,9.7,97,0,0,97,21.7,82.1,0.0,814.9,188,4.6,40,0.14,197.830994008044,0.09268307999999997
14,2013-01-01T14:00:00Z,2013-01-01T15:00:00Z,PT60M,12.7,-92,87.3,8.9,121,0,0,121,20.6,77.7,0.0,815.2,192,3.7,26,0.14,153.8557826479521,0.074025315
15,2013-01-01T15:00:00Z,2013-01-01T16:00:00Z,PT60M,13.2,-83,91.3,8.5,91,0,0,91,19.8,72.9,0.0,815.0,189,3.2,12,0.14,66.80210128868093,0.0341397
16,2013-01-01T16:00:00Z,2013-01-01T17:00:00Z,PT60M,14.2,25,91.4,8.3,93,0,0,93,19.2,67.9,0.0,814.5,177,3.1,5,0.14,43.71665435442831,0.0217350945
17,2013-01-01T17:00:00Z,2013-01-01T18:00:00Z,PT60M,15.1,86,85.2,8.2,155,0,0,155,18.6,63.4,0.0,814.0,165,3.2,15,0.14,40.03529508331282,0.014019705
18,2013-01-01T18:00:00Z,2013-01-01T19:00:00Z,PT60M,15.4,93,91.4,8.1,77,0,0,77,18.4,61.7,0.0,813.3,155,3.1,29,0.14,49.01091685135025,0.012400353
19,2013-01-01T19:00:00Z,2013-01-01T20:00:00Z,PT60M,15.1,98,79.1,8.0,161,0,0,161,18.5,62.6,0.0,812.6,147,2.9,42,0.14,25.48222933595994,0.004016464199999999
20,2013-01-01T20:00:00Z,2013-01-01T21:00:00Z,PT60M,14.8,102,83.2,8.0,88,0,0,88,18.5,63.6,0.0,811.8,139,2.7,56,0.14,-10.54132808011163,0.0001454071499999999
21,2013-01-01T21:00:00Z,2013-01-01T22:00:00Z,PT60M,14.5,107,78.3,8.3,68,0,0,68,18.9,66.4,0.0,811.7,130,2.3,69,0.14,-13.88820487564639,-6.73722e-05
22,2013-01-01T22:00:00Z,2013-01-01T23:00:00Z,PT60M,14.3,112,59.9,9.2,30,0,0,30,19.5,71.4,0.0,812.1,119,1.6,82,0.14,-14.07288845112041,-6.46758e-05
23,2013-01-01T23:00:00Z,2013-01-02T00:00:00Z,PT60M,14.0,118,16.8,10.0,1,0,0,1,20.0,76.6,0.0,812.5,95,1.1,94,0.14,-14.1693343183124,-6.58287e-05
24,2013-01-02T00:00:00Z,2013-01-02T01:00:00Z,PT60M,13.6,125,0.0,10.1,0,0,0,0,20.4,79.7,0.0,812.9,68,0.9,106,0.14,-12.76163506525486,-7.966034999999999e-05
25,2013-01-02T01:00:00Z,2013-01-02T02:00:00Z,PT60M,12.9,135,0.0,9.5,0,0,0,0,20.6,80.1,0.0,813.2,54,0.9,116,0.14,-12.05368135927111,-9.738224999999999e-05
26,2013-01-02T02:00:00Z,2013-01-02T03:00:00Z,PT60M,12.2,148,0.0,9.0,0,0,0,0,20.7,80.5,0.0,813.4,42,1.0,125,0.14,-11.23696954773045,-0.00010346175
27,2013-01-02T03:00:00Z,2013-01-02T04:00:00Z,PT60M,11.7,164,0.0,8.6,0,0,0,0,21.0,81.5,0.0,813.3,37,1.0,130,0.14,-12.07830583600098,-8.094869999999999e-05
28,2013-01-02T04:00:00Z,2013-01-02T05:00:00Z,PT60M,11.3,-178,0.0,8.6,0,0,0,0,21.4,83.2,0.0,812.6,38,0.9,132,0.14,-13.10842977920052,-7.829325000000002e-05
29,2013-01-02T05:00:00Z,2013-01-02T06:00:00Z,PT60M,11.0,-160,0.0,8.6,0,0,0,0,21.7,85.0,0.0,812.0,39,0.8,129,0.14,-11.57145202331117,-8.23977e-05
30,2013-01-02T06:00:00Z,2013-01-02T07:00:00Z,PT60M,10.6,-145,0.0,8.5,0,0,0,0,21.9,86.9,0.0,811.5,39,0.9,123,0.14,-10.61725355002873,0.0001900269
31,2013-01-02T07:00:00Z,2013-01-02T08:00:00Z,PT60M,10.0,-133,0.0,8.3,0,0,0,0,21.8,89.0,0.0,811.2,39,1.0,114,0.14,14.27809242386932,0.003611323800000002
32,2013-01-02T08:00:00Z,2013-01-02T09:00:00Z,PT60M,9.6,-124,3.0,8.2,0,0,0,0,21.8,91.0,0.0,810.8,39,1.1,104,0.14,44.09012558483131,0.0138265155
33,2013-01-02T09:00:00Z,2013-01-02T10:00:00Z,PT60M,10.2,-117,34.1,8.5,3,0,0,3,21.7,89.3,0.0,810.8,38,1.3,92,0.14,97.52524008864809,0.035800065
34,2013-01-02T10:00:00Z,2013-01-02T11:00:00Z,PT60M,11.9,-111,66.3,9.3,38,0,0,38,21.6,84.1,0.0,811.1,35,1.5,79,0.14,158.4420914388902,0.063835695
35,2013-01-02T11:00:00Z,2013-01-02T12:00:00Z,PT60M,13.6,-106,81.3,10.1,66,0,0,66,21.5,79.3,0.0,811.4,34,1.7,66,0.14,252.3577936468849,0.1081001249999999
36,2013-01-02T12:00:00Z,2013-01-02T13:00:00Z,PT60M,15.0,-101,82.6,10.5,103,0,0,103,21.4,74.8,0.0,811.5,37,2.0,53,0.14,228.0370187966839,0.108578295
37,2013-01-02T13:00:00Z,2013-01-02T14:00:00Z,PT60M,16.0,-97,80.6,10.6,155,0,0,155,21.4,70.7,0.0,811.3,43,2.6,40,0.14,82.39349913814334,0.05318712
38,2013-01-02T14:00:00Z,2013-01-02T15:00:00Z,PT60M,16.9,-92,76.4,10.7,225,0,0,225,21.5,66.9,0.0,811.1,47,3.1,26,0.14,80.80111630961173,0.048078135
39,2013-01-02T15:00:00Z,2013-01-02T16:00:00Z,PT60M,17.6,-83,80.8,11.0,199,0,0,199,21.7,65.1,0.0,810.8,51,3.4,13,0.14,58.68218008700649,0.03687610500000001
40,2013-01-02T16:00:00Z,2013-01-02T17:00:00Z,PT60M,17.9,24,93.8,11.3,67,0,0,67,22.1,65.2,0.0,810.2,56,3.5,5,0.14,91.19059344988918,0.04202036999999998
41,2013-01-02T17:00:00Z,2013-01-02T18:00:00Z,PT60M,18.2,86,93.7,11.6,64,0,0,64,22.6,65.5,0.0,809.6,61,3.5,15,0.14,66.10440778133461,0.027848457
42,2013-01-02T18:00:00Z,2013-01-02T19:00:00Z,PT60M,18.0,93,85.4,11.9,133,0,0,133,23.1,67.2,0.0,809.1,65,3.5,29,0.14,-5.786752031519331,0.00413770455
43,2013-01-02T19:00:00Z,2013-01-02T20:00:00Z,PT60M,17.4,98,81.2,12.1,137,0,0,137,23.7,70.7,0.0,808.6,68,3.4,42,0.14,-11.89362226052696,0.0010447668
44,2013-01-02T20:00:00Z,2013-01-02T21:00:00Z,PT60M,16.8,102,79.5,12.3,116,0,0,116,24.3,74.5,0.0,808.2,71,3.4,56,0.14,-14.24936386768448,-3.44358e-05
45,2013-01-02T21:00:00Z,2013-01-02T22:00:00Z,PT60M,16.2,106,87.8,12.5,38,0,0,38,24.8,78.4,0.0,808.1,74,3.2,69,0.14,-13.38955922186653,-7.573545000000001e-05
46,2013-01-02T22:00:00Z,2013-01-02T23:00:00Z,PT60M,15.6,112,77.8,12.6,13,0,0,13,25.3,82.6,0.0,808.5,76,2.9,82,0.14,-14.59000246244767,-6.85629e-05
47,2013-01-02T23:00:00Z,2013-01-03T00:00:00Z,PT60M,15.0,118,64.4,12.8,0,0,0,0,25.7,86.9,0.0,808.9,78,2.7,94,0.14,-16.33834031026841,-6.633584999999997e-05
48,2013-01-03T00:00:00Z,2013-01-03T01:00:00Z,PT60M,14.4,125,77.9,12.8,0,0,0,0,25.6,90.1,0.0,809.3,77,2.5,106,0.14,-15.71452023311171,-6.65721e-05
49,2013-01-03T01:00:00Z,2013-01-03T02:00:00Z,PT60M,14.0,135,77.7,12.7,0,0,0,0,25.1,91.9,0.0,809.6,74,2.4,116,0.14,-16.24394648280391,-6.651540000000002e-05
50,2013-01-03T02:00:00Z,2013-01-03T03:00:00Z,PT60M,13.6,148,77.8,12.6,0,0,0,0,24.6,93.7,0.0,810.0,70,2.4,125,0.14,-16.30961175408356,-6.71643e-05
51,2013-01-03T03:00:00Z,2013-01-03T04:00:00Z,PT60M,13.3,163,78.0,12.5,0,0,0,0,24.1,95.0,0.0,810.1,67,2.3,130,0.14,-16.80620536813593,-6.569325000000001e-05
52,2013-01-03T04:00:00Z,2013-01-03T05:00:00Z,PT60M,13.2,-178,78.0,12.5,0,0,0,0,23.5,95.7,0.0,809.8,65,2.3,132,0.14,-17.02782565870475,-6.508530000000001e-05
53,2013-01-03T05:00:00Z,2013-01-03T06:00:00Z,PT60M,13.1,-161,78.0,12.5,0,0,0,0,22.9,96.4,0.0,809.5,64,2.3,130,0.14,-17.26586226709349,-6.278895000000001e-05
54,2013-01-03T06:00:00Z,2013-01-03T07:00:00Z,PT60M,13.0,-145,77.9,12.5,0,0,0,0,22.3,97.0,0.0,809.2,62,2.2,123,0.14,-16.18033325125175,0.0001279404
55,2013-01-03T07:00:00Z,2013-01-03T08:00:00Z,PT60M,12.9,-133,77.7,12.5,0,0,0,0,21.6,97.3,0.0,809.0,60,2.1,114,0.14,8.025527374209963,0.003869075700000001
56,2013-01-03T08:00:00Z,2013-01-03T09:00:00Z,PT60M,12.9,-124,74.9,12.5,0,0,0,0,20.9,97.6,0.0,808.8,57,2.0,104,0.14,92.49158663711728,0.0226414125
57,2013-01-03T09:00:00Z,2013-01-03T10:00:00Z,PT60M,13.0,-117,56.0,12.5,3,0,0,3,20.5,96.6,0.0,809.0,52,1.9,92,0.14,212.8683411310843,0.05809765499999997
58,2013-01-03T10:00:00Z,2013-01-03T11:00:00Z,PT60M,13.4,-111,65.6,12.5,49,0,0,49,20.4,94.5,0.0,809.5,45,2.0,80,0.14,374.1176229171797,0.115772895
59,2013-01-03T11:00:00Z,2013-01-03T12:00:00Z,PT60M,13.8,-106,64.3,12.5,130,0,0,130,20.3,92.2,0.0,810.0,40,2.1,67,0.14,531.7060658294345,0.17903214
60,2013-01-03T12:00:00Z,2013-01-03T13:00:00Z,PT60M,14.9,-101,61.1,12.7,237,0,0,237,20.1,86.9,0.0,810.1,39,2.4,53,0.14,705.9119264548959,0.261823275
61,2013-01-03T13:00:00Z,2013-01-03T14:00:00Z,PT60M,16.7,-97,51.3,13.1,393,0,0,393,19.8,79.3,0.0,809.8,42,2.9,40,0.14,899.7701715505211,0.3459487500000001
62,2013-01-03T14:00:00Z,2013-01-03T15:00:00Z,PT60M,18.5,-92,46.7,13.5,515,0,0,515,19.6,72.5,0.0,809.5,45,3.4,26,0.14,939.360174012969,0.3348449999999999
63,2013-01-03T15:00:00Z,2013-01-03T16:00:00Z,PT60M,19.9,-83,35.4,13.8,562,124,123,685,19.6,68.0,0.0,808.9,46,3.8,13,0.14,762.2794057292945,0.25578
64,2013-01-03T16:00:00Z,2013-01-03T17:00:00Z,PT60M,20.8,22,12.0,14.0,353,603,601,954,19.8,65.4,0.0,808.1,46,3.9,5,0.14,635.8491340392352,0.18624123
65,2013-01-03T17:00:00Z,2013-01-03T18:00:00Z,PT60M,21.6,85,6.8,14.3,252,748,719,970,20.1,63.1,0.0,807.4,47,4.1,15,0.14,391.7466962160388,0.09633833999999995
66,2013-01-03T18:00:00Z,2013-01-03T19:00:00Z,PT60M,21.8,93,5.9,14.6,209,762,672,881,20.8,63.4,0.0,806.7,50,4.2,29,0.14,126.7360256094558,0.03440178
67,2013-01-03T19:00:00Z,2013-01-03T20:00:00Z,PT60M,21.4,97,17.5,14.9,337,398,295,632,21.8,66.5,0.0,806.2,54,4.3,42,0.14,29.93310350488387,0.008097295500000002
68,2013-01-03T20:00:00Z,2013-01-03T21:00:00Z,PT60M,21.0,102,27.2,15.3,313,153,91,404,22.8,69.8,0.0,805.7,59,4.4,56,0.14,-21.24066321923993,0.00019268865
69,2013-01-03T21:00:00Z,2013-01-03T22:00:00Z,PT60M,20.3,106,33.2,15.6,184,77,33,217,23.7,74.2,0.0,805.7,61,4.1,69,0.14,-25.59303948124435,-5.462415000000001e-05
70,2013-01-03T22:00:00Z,2013-01-03T23:00:00Z,PT60M,19.3,112,41.7,15.8,63,0,0,63,24.3,79.9,0.0,806.2,62,3.4,82,0.14,-26.10604941311664,-5.646059999999999e-05
71,2013-01-03T23:00:00Z,2013-01-04T00:00:00Z,PT60M,18.4,118,63.9,16.0,1,0,0,1,24.9,85.9,0.0,806.6,64,2.7,94,0.14,-25.42887630304523,-5.493285e-05
72,2013-01-04T00:00:00Z,2013-01-04T01:00:00Z,PT60M,17.7,125,75.7,16.1,0,0,0,0,25.2,90.5,0.0,807.1,62,2.3,106,0.14,-24.83788886152836,-5.14899e-05
73,2013-01-04T01:00:00Z,2013-01-04T02:00:00Z,PT60M,17.2,135,54.9,16.1,0,0,0,0,25.2,93.1,0.0,807.5,56,2.3,116,0.14,-25.24214068784371,-5.686694999999999e-05
74,2013-01-04T02:00:00Z,2013-01-04T03:00:00Z,PT60M,16.8,147,69.3,16.1,0,0,0,0,25.2,95.8,0.0,807.9,50,2.3,125,0.14,-25.13953870146925,-5.4117e-05
75,2013-01-04T03:00:00Z,2013-01-04T04:00:00Z,PT60M,16.5,163,70.2,16.0,0,0,0,0,24.8,96.9,0.0,807.9,45,2.3,130,0.14,-21.91578428958385,-5.382089999999998e-05
76,2013-01-04T04:00:00Z,2013-01-04T05:00:00Z,PT60M,16.5,-179,58.2,15.9,0,0,0,0,24.1,96.3,0.0,807.5,42,2.2,132,0.14,-22.55191660510547,-5.78781e-05
77,2013-01-04T05:00:00Z,2013-01-04T06:00:00Z,PT60M,16.4,-161,19.1,15.7,0,0,0,0,23.4,95.7,0.0,807.1,38,2.1,130,0.14,-23.84470163342361,-6.171165e-05
78,2013-01-04T06:00:00Z,2013-01-04T07:00:00Z,PT60M,16.3,-145,3.4,15.4,0,0,0,0,22.6,94.7,0.0,806.7,32,2.0,123,0.14,-20.49577279816138,0.0004194414000000001
79,2013-01-04T07:00:00Z,2013-01-04T08:00:00Z,PT60M,16.0,-133,1.4,14.9,0,0,0,0,21.8,93.5,0.0,806.5,22,1.9,115,0.14,71.96092916358862,0.0101290455
80,2013-01-04T08:00:00Z,2013-01-04T09:00:00Z,PT60M,15.7,-124,1.4,14.4,0,0,0,0,21.0,92.2,0.0,806.2,12,1.9,104,0.14,245.5019289173437,0.044493435
81,2013-01-04T09:00:00Z,2013-01-04T10:00:00Z,PT60M,15.8,-117,7.2,14.0,6,4,0,6,20.1,88.9,0.0,806.3,6,1.9,92,0.14,444.1804153328406,0.106695855
82,2013-01-04T10:00:00Z,2013-01-04T11:00:00Z,PT60M,16.5,-111,8.5,13.7,47,365,85,133,19.4,83.7,0.0,806.8,4,1.8,80,0.14,485.0057457112371,0.153777015
83,2013-01-04T11:00:00Z,2013-01-04T12:00:00Z,PT60M,17.1,-106,0.5,13.4,67,742,297,364,18.6,78.8,0.0,807.3,3,1.8,67,0.14,534.3265205614381,0.202316625
84,2013-01-04T12:00:00Z,2013-01-04T13:00:00Z,PT60M,18.4,-101,1.9,13.4,102,823,485,588,18.2,72.7,0.0,807.5,13,1.9,53,0.14,623.056718378068,0.24565905
85,2013-01-04T13:00:00Z,2013-01-04T14:00:00Z,PT60M,20.2,-97,18.3,13.6,350,410,306,656,18.2,65.8,0.0,807.4,29,2.4,40,0.14,608.6903882459166,0.2531969999999999
86,2013-01-04T14:00:00Z,2013-01-04T15:00:00Z,PT60M,22.0,-92,29.4,13.8,530,171,151,681,18.2,59.6,0.0,807.3,39,2.9,26,0.14,851.1963391611259,0.3172239
87,2013-01-04T15:00:00Z,2013-01-04T16:00:00Z,PT60M,23.3,-82,29.4,14.2,581,172,166,748,18.5,56.7,0.0,807.0,45,3.3,13,0.14,638.8676844783714,0.21981141
88,2013-01-04T16:00:00Z,2013-01-04T17:00:00Z,PT60M,24.0,21,25.7,14.7,549,261,260,809,18.9,56.4,0.0,806.4,48,3.5,5,0.14,519.0593449889188,0.15666147
89,2013-01-04T17:00:00Z,2013-01-04T18:00:00Z,PT60M,24.6,85,13.7,15.3,360,564,542,903,19.4,56.2,0.0,805.9,51,3.6,15,0.14,279.9289994254288,0.07750259999999999
90,2013-01-04T18:00:00Z,2013-01-04T19:00:00Z,PT60M,24.7,93,24.5,15.7,475,266,232,707,20.6,57.5,0.0,805.3,56,3.8,29,0.14,88.22334400393991,0.026693352
91,2013-01-04T19:00:00Z,2013-01-04T20:00:00Z,PT60M,24.2,97,14.3,16.1,299,483,359,657,22.6,60.3,0.0,804.8,63,3.9,42,0.14,-2.127965197406222,0.004856329799999998
92,2013-01-04T20:00:00Z,2013-01-04T21:00:00Z,PT60M,23.8,102,28.6,16.4,309,150,91,400,24.5,63.4,0.0,804.4,69,4.0,56,0.14,-20.39111877205942,0.0002395386
93,2013-01-04T21:00:00Z,2013-01-04T22:00:00Z,PT60M,23.0,106,44.2,16.8,176,3,1,177,26.2,67.8,0.0,804.4,72,3.7,69,0.14,-21.44176311253385,-3.90474e-05
94,2013-01-04T22:00:00Z,2013-01-04T23:00:00Z,PT60M,22.1,111,42.3,17.2,61,0,0,61,27.7,73.8,0.0,804.9,74,2.8,82,0.14,-21.57719773454814,-4.461029999999998e-05
95,2013-01-04T23:00:00Z,2013-01-05T00:00:00Z,PT60M,21.1,117,53.8,17.6,1,0,0,1,29.2,80.3,0.0,805.4,76,2.0,94,0.14,-19.04703275055405,-4.955894999999998e-05
96,2013-01-05T00:00:00Z,2013-01-05T01:00:00Z,PT60M,20.2,125,78.5,17.8,0,0,0,0,29.9,85.7,0.0,805.9,74,1.5,106,0.14,-23.06492653697776,-4.96818e-05
97,2013-01-05T01:00:00Z,2013-01-05T02:00:00Z,PT60M,19.5,135,76.9,17.7,0,0,0,0,29.7,89.5,0.0,806.3,65,1.3,116,0.14,-25.67101699088894,-5.393115e-05
98,2013-01-05T02:00:00Z,2013-01-05T03:00:00Z,PT60M,18.7,147,74.0,17.6,0,0,0,0,29.5,93.3,0.0,806.6,53,1.2,125,0.14,-26.26816055158828,-5.527934999999997e-05
99,2013-01-05T03:00:00Z,2013-01-05T04:00:00Z,PT60M,18.1,163,65.3,17.3,0,0,0,0,28.7,94.5,0.0,806.5,41,1.2,130,0.14,-28.08626775014363,-5.715045e-05
100,2013-01-05T04:00:00Z,2013-01-05T05:00:00Z,PT60M,17.8,-179,3.3,16.6,0,0,0,0,27.2,92.9,0.0,805.9,32,1.3,132,0.14,-28.38381351062956,-5.64669e-05
101,2013-01-05T05:00:00Z,2013-01-05T06:00:00Z,PT60M,17.5,-161,32.4,16.0,0,0,0,0,25.6,91.2,0.0,805.2,23,1.3,130,0.14,-27.0007387343019,-5.736465e-05
102,2013-01-05T06:00:00Z,2013-01-05T07:00:00Z,PT60M,17.1,-145,4.6,15.3,0,0,0,0,24.1,89.3,0.0,804.7,13,1.4,124,0.14,-20.99031437248625,0.00017123715
103,2013-01-05T07:00:00Z,2013-01-05T08:00:00Z,PT60M,16.7,-133,10.0,14.6,0,0,0,0,22.6,87.4,0.0,804.4,360,1.4,115,0.14,33.52622506771732,0.00713436885
104,2013-01-05T08:00:00Z,2013-01-05T09:00:00Z,PT60M,16.3,-124,14.3,13.8,0,0,0,0,21.2,85.4,0.0,804.1,348,1.4,104,0.14,231.2689813674793,0.04116861000000002
105,2013-01-05T09:00:00Z,2013-01-05T10:00:00Z,PT60M,16.8,-116,18.7,13.6,5,0,0,5,20.5,81.6,0.0,804.1,346,1.5,92,0.14,441.0038578346877,0.10613043
106,2013-01-05T10:00:00Z,2013-01-05T11:00:00Z,PT60M,18.1,-111,39.9,13.9,81,3,1,82,20.8,76.5,0.0,804.4,356,1.4,80,0.14,550.6525486333416,0.17216325
107,2013-01-05T11:00:00Z,2013-01-05T12:00:00Z,PT60M,19.5,-105,24.3,14.3,190,200,90,280,21.0,71.7,0.0,804.8,6,1.4,67,0.14,770.1571862431258,0.26322975
108,2013-01-05T12:00:00Z,2013-01-05T13:00:00Z,PT60M,20.8,-101,9.6,14.7,187,585,352,539,21.2,68.1,0.0,805.0,27,1.4,54,0.14,829.4447180497409,0.31030965
109,2013-01-05T13:00:00Z,2013-01-05T14:00:00Z,PT60M,21.9,-97,6.7,15.2,197,719,551,748,21.3,65.6,0.0,805.0,52,1.7,40,0.14,745.6866124928181,0.2912143499999999
110,2013-01-05T14:00:00Z,2013-01-05T15:00:00Z,PT60M,23.1,-92,4.4,15.7,186,818,729,915,21.4,63.2,0.0,805.0,67,2.2,27,0.14,860.0426824263315,0.3072226499999999
111,2013-01-05T15:00:00Z,2013-01-05T16:00:00Z,PT60M,23.8,-82,11.3,16.2,339,611,592,931,22.2,62.3,0.0,804.8,73,2.6,13,0.14,750.4904374948696,0.238780395
112,2013-01-05T16:00:00Z,2013-01-05T17:00:00Z,PT60M,24.2,19,16.0,16.7,427,478,477,904,23.5,62.9,0.0,804.6,76,2.7,5,0.14,377.2900763358779,0.122990175
113,2013-01-05T17:00:00Z,2013-01-05T18:00:00Z,PT60M,24.5,84,35.7,17.1,578,89,87,665,24.9,63.5,0.0,804.3,79,2.8,15,0.14,383.9345809734876,0.08623660499999998
114,2013-01-05T18:00:00Z,2013-01-05T19:00:00Z,PT60M,24.3,92,45.2,17.5,469,41,32,501,26.6,66.0,0.0,804.0,84,2.9,28,0.14,114.5099729130756,0.02891762999999999
115,2013-01-05T19:00:00Z,2013-01-05T20:00:00Z,PT60M,23.5,97,27.6,17.8,409,177,138,547,28.6,70.8,0.0,803.8,90,2.9,42,0.14,13.62554379052778,0.004199271300000001
116,2013-01-05T20:00:00Z,2013-01-05T21:00:00Z,PT60M,22.7,101,46.3,18.2,285,2,2,286,30.7,75.8,0.0,803.5,96,3.1,55,0.14,-17.25560206845605,0.0002168050500000001
117,2013-01-05T21:00:00Z,2013-01-05T22:00:00Z,PT60M,22.2,106,52.6,18.6,156,0,0,156,33.1,79.9,0.0,803.6,97,2.9,69,0.14,-21.0765000410408,-3.373335e-05
118,2013-01-05T22:00:00Z,2013-01-05T23:00:00Z,PT60M,22.2,111,65.2,19.1,31,0,0,31,35.8,82.8,0.0,804.0,93,2.4,82,0.14,-20.76869408191743,-3.697154999999999e-05
119,2013-01-05T23:00:00Z,2013-01-06T00:00:00Z,PT60M,22.1,117,86.8,19.6,1,0,0,1,38.5,85.7,0.0,804.5,87,1.9,94,0.14,-16.61126159402446,-2.673090000000001e-05
120,2013-01-06T00:00:00Z,2013-01-06T01:00:00Z,PT60M,21.6,125,97.7,19.7,0,0,0,0,39.8,89.0,0.0,804.8,82,1.8,106,0.14,-8.023475334482473,-8.5806e-06
121,2013-01-06T01:00:00Z,2013-01-06T02:00:00Z,PT60M,20.7,135,91.9,19.4,0,0,0,0,39.5,92.5,0.0,805.0,80,2.1,116,0.14,-11.8115406714274,-2.13192e-05
122,2013-01-06T02:00:00Z,2013-01-06T03:00:00Z,PT60M,19.8,147,87.1,19.1,0,0,0,0,39.2,96.1,0.0,805.3,79,2.5,125,0.14,-13.85742427973405,-2.31966e-05
123,2013-01-06T03:00:00Z,2013-01-06T04:00:00Z,PT60M,19.1,163,87.0,18.7,0,0,0,0,38.1,97.7,0.0,805.1,77,2.5,130,0.14,-14.04415989493557,-2.531655000000001e-05
124,2013-01-06T04:00:00Z,2013-01-06T05:00:00Z,PT60M,18.7,-179,82.0,18.2,0,0,0,0,36.2,96.9,0.0,804.5,75,2.1,132,0.14,-13.68505294262497,-2.52756e-05
125,2013-01-06T05:00:00Z,2013-01-06T06:00:00Z,PT60M,18.3,-161,77.7,17.6,0,0,0,0,34.2,96.1,0.0,804.0,73,1.8,130,0.14,-14.73364524337191,-2.590874999999999e-05
126,2013-01-06T06:00:00Z,2013-01-06T07:00:00Z,PT60M,17.9,-145,77.9,17.2,0,0,0,0,32.7,95.9,0.0,803.5,76,1.6,124,0.14,-12.79036362143971,0.0001950984
127,2013-01-06T07:00:00Z,2013-01-06T08:00:00Z,PT60M,17.6,-133,77.7,17.0,0,0,0,0,31.8,96.1,0.0,803.3,85,1.4,115,0.14,70.77279816137239,0.008771647500000002
128,2013-01-06T08:00:00Z,2013-01-06T09:00:00Z,PT60M,17.3,-124,67.8,16.7,0,0,0,0,30.8,96.4,0.0,803.0,95,1.4,104,0.14,243.8397767380776,0.04355127000000002
129,2013-01-06T09:00:00Z,2013-01-06T10:00:00Z,PT60M,17.2,-116,62.8,16.5,4,0,0,4,31.1,95.7,0.0,803.2,105,1.4,92,0.14,495.4526799638841,0.10427445
130,2013-01-06T10:00:00Z,2013-01-06T11:00:00Z,PT60M,17.3,-110,24.6,16.4,82,51,12,94,32.7,94.3,0.0,803.8,111,1.6,80,0.14,378.1416728227857,0.102786705
131,2013-01-06T11:00:00Z,2013-01-06T12:00:00Z,PT60M,17.4,-105,13.4,16.3,162,304,131,293,34.3,92.9,0.0,804.4,115,1.8,67,0.14,148.8118689977838,0.06853738499999999
