,PeriodStart,PeriodEnd,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily,GHI(W/m2) medido,UVE (W/m2) medido
2450,2013-04-13T02:00:00Z,2013-04-13T03:00:00Z,PT60M,10.1,117,78.5,9.6,0,0,0,0,17.0,96.9,0.0,812.5,87,1.8,149,0.13,-0.7879832553558239,-6.562080000000003e-05
2451,2013-04-13T03:00:00Z,2013-04-13T04:00:00Z,PT60M,9.7,142,78.9,9.3,0,0,0,0,16.3,97.8,0.0,812.7,84,1.7,159,0.13,-0.4555528195025857,-6.606180000000003e-05
2452,2013-04-13T04:00:00Z,2013-04-13T05:00:00Z,PT60M,9.5,-174,75.7,9.2,0,0,0,0,15.6,97.8,0.0,812.6,82,1.5,163,0.13,-0.2606090453911187,-6.60618e-05
2453,2013-04-13T05:00:00Z,2013-04-13T06:00:00Z,PT60M,9.4,-133,73.1,9.1,0,0,0,0,14.9,97.7,0.0,812.5,81,1.3,157,0.14,-0.4863334154149224,-6.509160000000005e-05
2454,2013-04-13T06:00:00Z,2013-04-13T07:00:00Z,PT60M,9.3,-113,67.4,8.8,0,0,0,0,14.2,97.0,0.0,812.2,76,1.0,145,0.14,-1.046540261019454,-6.518295000000003e-05
2455,2013-04-13T07:00:00Z,2013-04-13T08:00:00Z,PT60M,9.2,-102,51.9,8.5,0,0,0,0,13.4,95.5,0.0,811.7,67,0.8,132,0.14,2.273660018057948,0.0004691169
2456,2013-04-13T08:00:00Z,2013-04-13T09:00:00Z,PT60M,9.1,-94,18.9,8.1,0,0,0,0,12.7,94.0,0.0,811.3,52,0.6,119,0.14,70.11614544857588,0.007746417000000001
2457,2013-04-13T09:00:00Z,2013-04-13T10:00:00Z,PT60M,9.2,-88,0.0,7.9,0,0,0,0,12.3,92.1,0.0,811.4,37,0.6,105,0.14,211.2000328326357,0.0315256725
2458,2013-04-13T10:00:00Z,2013-04-13T11:00:00Z,PT60M,9.5,-81,3.1,7.9,8,3,0,8,12.4,89.8,0.0,811.9,32,0.7,92,0.14,281.1171304276451,0.06217816500000001
2459,2013-04-13T11:00:00Z,2013-04-13T12:00:00Z,PT60M,9.8,-75,35.3,7.8,94,1,0,94,12.4,87.6,0.0,812.5,28,0.8,78,0.14,439.5530657473527,0.109054575
2460,2013-04-13T12:00:00Z,2013-04-13T13:00:00Z,PT60M,10.6,-67,51.2,7.9,176,0,0,176,12.4,83.5,0.0,812.8,38,1.2,66,0.14,305.9242386932611,0.09531395999999999
2461,2013-04-13T13:00:00Z,2013-04-13T14:00:00Z,PT60M,11.8,-57,66.5,8.1,196,0,0,196,12.4,77.8,0.0,812.7,49,1.8,54,0.14,170.4711483214315,0.05668865999999999
2462,2013-04-13T14:00:00Z,2013-04-13T15:00:00Z,PT60M,13.1,-42,60.5,8.2,294,0,0,294,12.4,72.5,0.0,812.6,55,2.4,43,0.14,256.3366986784864,0.07775491500000002
2463,2013-04-13T15:00:00Z,2013-04-13T16:00:00Z,PT60M,14.1,-22,56.9,8.5,361,0,0,361,12.6,68.9,0.0,812.1,57,2.9,36,0.14,210.3320200279078,0.05916991500000002
2464,2013-04-13T16:00:00Z,2013-04-13T17:00:00Z,PT60M,15.0,3,71.0,8.8,251,0,0,251,12.8,66.7,0.0,811.4,57,3.2,34,0.14,180.6718378067799,0.04110781500000001
2465,2013-04-13T17:00:00Z,2013-04-13T18:00:00Z,PT60M,15.8,28,67.1,9.1,269,0,0,269,13.0,64.6,0.0,810.6,57,3.5,38,0.14,97.87613888204883,0.0167151285
2466,2013-04-13T18:00:00Z,2013-04-13T19:00:00Z,PT60M,16.0,47,52.2,9.4,331,0,0,331,13.3,65.0,0.0,809.9,60,3.6,46,0.14,30.85446934252645,0.003778614
2467,2013-04-13T19:00:00Z,2013-04-13T20:00:00Z,PT60M,15.5,60,56.8,9.6,235,0,0,235,13.7,68.0,0.0,809.4,65,3.5,57,0.14,-0.2400886481162276,7.021350000000001e-05
2468,2013-04-13T20:00:00Z,2013-04-13T21:00:00Z,PT60M,14.9,69,63.1,9.8,115,0,0,115,14.1,71.2,0.0,808.8,71,3.4,69,0.14,-1.885824509562505,-3.783780000000001e-05
2469,2013-04-13T21:00:00Z,2013-04-13T22:00:00Z,PT60M,14.2,76,29.9,10.0,51,68,7,58,14.4,75.9,0.0,808.7,74,3.0,82,0.14,-1.822211278010342,-4.60404e-05
2470,2013-04-13T22:00:00Z,2013-04-13T23:00:00Z,PT60M,13.2,83,1.0,10.2,1,4,0,1,14.6,82.3,0.0,809.1,73,2.5,95,0.14,-3.94196831650661,-5.618340000000003e-05
2471,2013-04-13T23:00:00Z,2013-04-14T00:00:00Z,PT60M,12.2,89,5.5,10.5,0,0,0,0,14.8,89.1,0.0,809.4,70,1.9,109,0.14,-3.987113190511371,-6.5268e-05
2472,2013-04-14T00:00:00Z,2013-04-14T01:00:00Z,PT60M,11.4,96,8.5,10.4,0,0,0,0,14.9,93.2,0.0,809.7,66,1.6,123,0.14,-1.099893293934171,-6.635160000000003e-05
2473,2013-04-14T01:00:00Z,2013-04-14T02:00:00Z,PT60M,10.8,104,6.5,9.8,0,0,0,0,15.0,93.9,0.0,809.8,58,1.4,136,0.14,-0.01641631781991299,-6.492780000000001e-05
2474,2013-04-14T02:00:00Z,2013-04-14T03:00:00Z,PT60M,10.2,117,0.0,9.3,0,0,0,0,15.1,94.5,0.0,810.0,49,1.3,149,0.14,-0.08413362882705408,-6.218415000000004e-05
2475,2013-04-14T03:00:00Z,2013-04-14T04:00:00Z,PT60M,9.7,142,0.0,8.8,0,0,0,0,15.2,94.3,0.0,809.9,39,1.3,159,0.14,-0.05335303291471723,-5.212620000000002e-05
2476,2013-04-14T04:00:00Z,2013-04-14T05:00:00Z,PT60M,9.4,-173,0.0,8.4,0,0,0,0,15.2,93.4,0.0,809.8,30,1.3,163,0.14,0.0,-4.930379999999999e-05
2477,2013-04-14T05:00:00Z,2013-04-14T06:00:00Z,PT60M,9.2,-133,0.0,8.0,0,0,0,0,15.2,92.5,0.0,809.6,20,1.3,157,0.14,-0.01231223836493475,-4.304159999999999e-05
2478,2013-04-14T06:00:00Z,2013-04-14T07:00:00Z,PT60M,8.9,-112,0.0,7.6,0,0,0,0,15.0,91.4,0.0,809.4,11,1.2,146,0.14,-0.006156119182467373,-4.427640000000001e-05
2479,2013-04-14T07:00:00Z,2013-04-14T08:00:00Z,PT60M,8.6,-101,0.0,7.1,0,0,0,0,14.8,90.1,0.0,809.1,360,1.2,132,0.14,1.953541820569646,0.0001901214
2480,2013-04-14T08:00:00Z,2013-04-14T09:00:00Z,PT60M,8.3,-94,0.0,6.6,0,0,0,0,14.6,88.7,0.0,808.9,348,1.2,119,0.14,37.86013297217435,0.00469614285
2481,2013-04-14T09:00:00Z,2013-04-14T10:00:00Z,PT60M,8.6,-87,0.5,6.6,0,0,0,0,14.1,86.9,0.0,809.0,345,1.2,105,0.14,121.9752934416811,0.021175056
2482,2013-04-14T10:00:00Z,2013-04-14T11:00:00Z,PT60M,9.5,-81,10.0,7.0,6,1,0,6,13.3,84.6,0.0,809.7,349,1.2,92,0.14,267.0647623737997,0.05763744000000001
2483,2013-04-14T11:00:00Z,2013-04-14T12:00:00Z,PT60M,10.3,-74,44.3,7.4,84,0,0,84,12.6,82.4,0.0,810.3,354,1.2,79,0.14,347.617581876385,0.091406385
2484,2013-04-14T12:00:00Z,2013-04-14T13:00:00Z,PT60M,11.5,-67,52.3,7.8,180,0,0,180,12.3,78.1,0.0,810.7,14,1.2,66,0.14,363.3259459903144,0.10673208
2485,2013-04-14T13:00:00Z,2013-04-14T14:00:00Z,PT60M,13.0,-56,48.2,8.1,304,0,0,304,12.6,72.2,0.0,811.0,45,1.4,54,0.14,388.0961175408356,0.115657605
2486,2013-04-14T14:00:00Z,2013-04-14T15:00:00Z,PT60M,14.5,-42,54.2,8.4,337,0,0,337,12.8,66.8,0.0,811.2,62,2.0,44,0.14,367.6598538947716,0.10711512
2487,2013-04-14T15:00:00Z,2013-04-14T16:00:00Z,PT60M,15.6,-22,63.9,8.8,301,0,0,301,13.2,64.2,0.0,811.1,71,2.3,36,0.14,244.6421242715259,0.065990925
2488,2013-04-14T16:00:00Z,2013-04-14T17:00:00Z,PT60M,16.2,4,67.6,9.4,279,0,0,279,13.7,64.1,0.0,810.7,78,2.3,34,0.14,156.1479110235574,0.03542427000000001
2489,2013-04-14T17:00:00Z,2013-04-14T18:00:00Z,PT60M,16.8,28,62.8,10.0,303,0,0,303,14.2,64.0,0.0,810.2,85,2.4,38,0.14,72.81252565049657,0.012637044
2490,2013-04-14T18:00:00Z,2013-04-14T19:00:00Z,PT60M,16.8,46,70.6,10.4,205,0,0,205,14.8,65.7,0.0,810.0,89,2.5,46,0.14,24.94459492735779,0.002969574299999999
2491,2013-04-14T19:00:00Z,2013-04-14T20:00:00Z,PT60M,16.2,59,73.6,10.6,138,0,0,138,15.3,69.3,0.0,810.0,90,2.6,57,0.14,-0.9952392678322253,4.877774999999999e-05
2492,2013-04-14T20:00:00Z,2013-04-14T21:00:00Z,PT60M,15.6,69,64.6,10.8,107,0,0,107,15.9,73.0,0.0,810.0,92,2.6,69,0.14,-2.825658704752525,-9.702000000000001e-06
2493,2013-04-14T21:00:00Z,2013-04-14T22:00:00Z,PT60M,15.0,76,32.0,11.0,45,62,6,51,16.5,77.1,0.0,810.3,91,2.5,82,0.14,-4.063038660428469,-5.45958e-05
2494,2013-04-14T22:00:00Z,2013-04-14T23:00:00Z,PT60M,14.5,83,45.3,11.3,1,3,0,1,17.0,81.4,0.0,810.8,85,2.0,96,0.14,-3.946072395961588,-6.739425000000002e-05
2495,2013-04-14T23:00:00Z,2013-04-15T00:00:00Z,PT60M,13.9,89,55.5,11.6,0,0,0,0,17.5,85.9,0.0,811.3,76,1.6,109,0.14,-3.902979561684317,-6.839280000000003e-05
2496,2013-04-15T00:00:00Z,2013-04-15T01:00:00Z,PT60M,13.4,95,1.2,11.7,0,0,0,0,17.9,89.6,0.0,811.7,69,1.3,123,0.14,-2.48502010998933,-6.440805000000001e-05
2497,2013-04-15T01:00:00Z,2013-04-15T02:00:00Z,PT60M,12.9,104,0.0,11.7,0,0,0,0,18.0,92.4,0.0,812.1,65,1.1,136,0.14,-2.456291553804481,-6.743205000000003e-05
2498,2013-04-15T02:00:00Z,2013-04-15T03:00:00Z,PT60M,12.4,116,0.0,11.7,0,0,0,0,18.1,95.2,0.0,812.5,59,0.8,149,0.14,-0.6894853484363459,-6.238890000000002e-05
2499,2013-04-15T03:00:00Z,2013-04-15T04:00:00Z,PT60M,12.1,141,0.0,11.6,0,0,0,0,18.1,96.9,0.0,812.6,36,0.6,160,0.14,-1.45079208733481,-6.375915000000002e-05
2500,2013-04-15T04:00:00Z,2013-04-15T05:00:00Z,PT60M,11.8,-173,0.0,11.4,0,0,0,0,18.0,97.3,0.0,812.5,354,0.7,164,0.14,-1.370762537962734,-6.534990000000001e-05
2501,2013-04-15T05:00:00Z,2013-04-15T06:00:00Z,PT60M,11.6,-132,0.0,11.3,0,0,0,0,17.8,97.7,0.0,812.3,329,1.0,157,0.14,-1.608799146351473,-6.491205000000002e-05
2502,2013-04-15T06:00:00Z,2013-04-15T07:00:00Z,PT60M,11.2,-112,0.0,10.9,0,0,0,0,17.7,97.8,0.0,812.2,315,1.2,146,0.14,-1.321513584502995,-6.586650000000003e-05
2503,2013-04-15T07:00:00Z,2013-04-15T08:00:00Z,PT60M,10.6,-101,0.0,10.3,0,0,0,0,17.5,97.7,0.0,812.0,303,1.3,133,0.14,5.043913650168267,0.0004787905500000001
2504,2013-04-15T08:00:00Z,2013-04-15T09:00:00Z,PT60M,10.0,-93,0.0,9.6,0,0,0,0,17.3,97.4,0.0,811.9,293,1.5,119,0.14,156.7860953788066,0.010697778
2505,2013-04-15T09:00:00Z,2013-04-15T10:00:00Z,PT60M,9.7,-87,0.0,9.0,0,0,0,0,16.8,95.5,0.0,812.1,289,1.5,105,0.14,359.5973898054667,0.04422127500000001
2506,2013-04-15T10:00:00Z,2013-04-15T11:00:00Z,PT60M,9.8,-81,0.0,8.5,4,53,6,10,16.2,91.9,0.0,812.5,288,1.3,92,0.14,562.2876138882049,0.099706005
2507,2013-04-15T11:00:00Z,2013-04-15T12:00:00Z,PT60M,9.8,-74,0.0,8.0,35,546,117,152,15.5,88.2,0.0,813.0,287,1.1,79,0.14,738.7404580152672,0.158624235
2508,2013-04-15T12:00:00Z,2013-04-15T13:00:00Z,PT60M,11.1,-66,0.0,8.2,54,768,316,370,15.3,82.3,0.0,813.3,284,0.6,66,0.14,839.63719937618,0.20180475
2509,2013-04-15T13:00:00Z,2013-04-15T14:00:00Z,PT60M,13.7,-56,0.0,9.3,64,865,508,572,15.4,74.7,0.0,813.5,127,0.3,54,0.14,876.2414840351306,0.2158884000000001
2510,2013-04-15T14:00:00Z,2013-04-15T15:00:00Z,PT60M,16.3,-42,0.0,10.4,69,915,660,730,15.5,68.0,0.0,813.6,115,1.1,44,0.14,830.4809981121235,0.1944117
2511,2013-04-15T15:00:00Z,2013-04-15T16:00:00Z,PT60M,17.7,-21,0.0,11.0,69,942,756,825,15.8,64.7,0.0,813.5,111,1.6,37,0.14,707.613067388985,0.144658395
2512,2013-04-15T16:00:00Z,2013-04-15T17:00:00Z,PT60M,18.0,4,0.0,11.2,70,946,779,850,16.2,64.3,0.0,813.1,106,1.8,35,0.14,525.6833292292537,0.08472838500000002
2513,2013-04-15T17:00:00Z,2013-04-15T18:00:00Z,PT60M,18.3,28,0.0,11.4,69,935,734,803,16.6,64.0,0.0,812.7,102,1.9,38,0.14,305.2450135434622,0.03412836
2514,2013-04-15T18:00:00Z,2013-04-15T19:00:00Z,PT60M,18.1,46,0.0,11.6,63,909,626,689,16.9,65.5,0.0,812.3,99,2.0,46,0.14,78.89477140277441,0.006516581400000001
2515,2013-04-15T19:00:00Z,2013-04-15T20:00:00Z,PT60M,17.5,59,0.0,11.8,56,851,460,517,17.1,69.0,0.0,812.0,97,2.0,57,0.14,-6.334646638758926,0.00010654245
2516,2013-04-15T20:00:00Z,2013-04-15T21:00:00Z,PT60M,16.9,68,0.0,12.0,46,735,260,306,17.4,72.7,0.0,811.8,95,2.0,70,0.14,-6.037100878272999,-4.674600000000002e-06
2517,2013-04-15T21:00:00Z,2013-04-15T22:00:00Z,PT60M,16.0,76,0.0,11.9,25,443,72,97,17.4,76.5,0.0,811.7,88,1.8,82,0.14,-4.221045719445129,-2.84886e-05
2518,2013-04-15T22:00:00Z,2013-04-15T23:00:00Z,PT60M,15.0,82,0.0,11.6,1,10,1,1,17.4,80.3,0.0,811.9,72,1.5,96,0.14,-4.01378970696873,-5.891760000000001e-05
2519,2013-04-15T23:00:00Z,2013-04-16T00:00:00Z,PT60M,13.9,88,0.0,11.3,0,0,0,0,17.4,84.3,0.0,812.1,51,1.4,109,0.14,-4.034310104243621,-6.526800000000003e-05
2520,2013-04-16T00:00:00Z,2013-04-16T01:00:00Z,PT60M,13.2,95,0.0,11.2,0,0,0,0,17.1,87.7,0.0,812.3,24,1.2,123,0.14,-4.063038660428469,-6.615630000000002e-05
2521,2013-04-16T01:00:00Z,2013-04-16T02:00:00Z,PT60M,13.0,103,0.0,11.4,0,0,0,0,16.7,90.4,0.0,812.4,353,1.3,137,0.14,-4.063038660428469,-6.847785000000001e-05
2522,2013-04-16T02:00:00Z,2013-04-16T03:00:00Z,PT60M,12.7,116,0.0,11.6,0,0,0,0,16.3,92.9,0.0,812.6,330,1.7,149,0.14,-4.063038660428469,-6.680205e-05
2523,2013-04-16T03:00:00Z,2013-04-16T04:00:00Z,PT60M,12.5,141,0.0,11.4,0,0,0,0,15.8,93.4,0.0,812.5,318,1.8,160,0.14,-4.005581548058774,-6.618465e-05
2524,2013-04-16T04:00:00Z,2013-04-16T05:00:00Z,PT60M,12.1,-173,0.0,10.8,0,0,0,0,15.3,91.5,0.0,812.2,309,1.7,164,0.14,-3.827054091767218,-6.39702e-05
2525,2013-04-16T05:00:00Z,2013-04-16T06:00:00Z,PT60M,11.8,-131,0.0,10.1,0,0,0,0,14.8,89.7,0.0,812.0,299,1.7,157,0.14,-4.056882541246002,-6.477660000000003e-05
2526,2013-04-16T06:00:00Z,2013-04-16T07:00:00Z,PT60M,11.5,-111,0.0,9.6,0,0,0,0,14.4,88.2,0.0,811.8,294,1.5,146,0.14,-4.021997865878687,-6.608700000000002e-05
2527,2013-04-16T07:00:00Z,2013-04-16T08:00:00Z,PT60M,11.2,-100,0.0,9.2,0,0,0,0,14.2,87.2,0.0,811.7,293,1.3,133,0.14,4.541163916933431,0.0004700178
2528,2013-04-16T08:00:00Z,2013-04-16T09:00:00Z,PT60M,11.0,-93,0.0,8.8,0,0,0,0,14.0,86.2,0.0,811.6,292,1.0,119,0.14,131.9502585570056,0.0107778825
2529,2013-04-16T09:00:00Z,2013-04-16T10:00:00Z,PT60M,10.9,-86,0.0,8.4,0,0,0,0,13.6,84.6,0.0,811.8,291,0.9,106,0.14,362.0290568825413,0.04430222999999999
2530,2013-04-16T10:00:00Z,2013-04-16T11:00:00Z,PT60M,11.0,-80,0.0,8.1,3,56,7,10,12.9,82.6,0.0,812.3,292,0.9,92,0.14,565.9299844044982,0.09949149
2531,2013-04-16T11:00:00Z,2013-04-16T12:00:00Z,PT60M,11.1,-74,0.0,7.9,31,580,122,154,12.3,80.4,0.0,812.8,294,1.0,79,0.14,728.1909217762454,0.15975981
2532,2013-04-16T12:00:00Z,2013-04-16T13:00:00Z,PT60M,12.4,-66,0.0,8.4,47,797,326,373,12.0,76.7,0.0,813.2,320,0.7,66,0.14,838.2787490765821,0.20491695
2533,2013-04-16T13:00:00Z,2013-04-16T14:00:00Z,PT60M,14.7,-56,0.0,9.7,56,891,521,577,12.0,71.7,0.0,813.3,34,0.9,54,0.14,868.2980382500203,0.21842415
2534,2013-04-16T14:00:00Z,2013-04-16T15:00:00Z,PT60M,17.1,-41,0.0,11.0,61,939,674,735,12.1,67.2,0.0,813.5,56,1.7,44,0.14,824.5218747434948,0.1966734
2535,2013-04-16T15:00:00Z,2013-04-16T16:00:00Z,PT60M,18.5,-21,0.0,11.7,64,959,766,830,12.3,64.6,0.0,813.3,63,2.2,37,0.14,709.2198144956085,0.14606487
2536,2013-04-16T16:00:00Z,2013-04-16T17:00:00Z,PT60M,18.9,4,0.0,11.8,65,963,790,855,12.5,63.5,0.0,812.7,66,2.4,35,0.14,527.4173027989822,0.08440456500000004
2537,2013-04-16T17:00:00Z,2013-04-16T18:00:00Z,PT60M,19.3,28,0.0,12.0,64,952,743,808,12.7,62.6,0.0,812.0,69,2.6,39,0.14,268.9095460888124,0.0320340195
2538,2013-04-16T18:00:00Z,2013-04-16T19:00:00Z,PT60M,19.1,46,0.0,12.0,62,921,630,692,13.0,63.3,0.0,811.7,71,2.6,47,0.14,60.40384141836986,0.005907610799999999
2539,2013-04-16T19:00:00Z,2013-04-16T20:00:00Z,PT60M,18.5,59,0.0,12.0,56,861,462,518,13.3,65.8,0.0,811.5,72,2.5,58,0.14,-6.412624148403508,8.705654999999999e-05
2540,2013-04-16T20:00:00Z,2013-04-16T21:00:00Z,PT60M,17.8,68,0.4,11.9,47,732,258,305,13.6,68.4,0.0,811.4,72,2.3,70,0.14,-4.982352458343596,-1.764e-07
2541,2013-04-16T21:00:00Z,2013-04-16T22:00:00Z,PT60M,17.0,76,1.3,11.9,29,412,64,93,13.7,72.1,0.0,811.5,67,2.1,83,0.14,-4.026101945333664,-6.879600000000003e-06
2542,2013-04-16T22:00:00Z,2013-04-16T23:00:00Z,PT60M,15.9,82,0.0,11.8,1,10,1,1,13.8,76.9,0.0,811.8,54,1.8,96,0.14,-3.968644832963969,-2.71656e-05
2543,2013-04-16T23:00:00Z,2013-04-17T00:00:00Z,PT60M,14.8,88,0.0,11.8,0,0,0,0,13.8,82.1,0.0,812.0,36,1.6,110,0.14,-4.075350898793404,-5.203800000000001e-05
2544,2013-04-17T00:00:00Z,2013-04-17T01:00:00Z,PT60M,13.7,95,0.0,11.4,0,0,0,0,13.7,86.3,0.0,812.3,13,1.4,123,0.14,-3.859886727407045,-5.979960000000002e-05
2545,2013-04-17T01:00:00Z,2013-04-17T02:00:00Z,PT60M,12.6,103,0.0,10.8,0,0,0,0,13.6,89.2,0.0,812.5,342,1.4,137,0.14,-3.993269309693839,-6.315120000000002e-05
2546,2013-04-17T02:00:00Z,2013-04-17T03:00:00Z,PT60M,11.5,115,0.0,10.3,0,0,0,0,13.4,92.2,0.0,812.7,317,1.7,150,0.14,-4.040466223426089,-6.563025000000002e-05
2547,2013-04-17T03:00:00Z,2013-04-17T04:00:00Z,PT60M,10.6,140,0.0,9.7,0,0,0,0,13.2,94.0,0.0,812.7,306,1.9,160,0.14,-4.063038660428469,-6.538140000000003e-05
2548,2013-04-17T04:00:00Z,2013-04-17T05:00:00Z,PT60M,10.0,-172,0.0,9.2,0,0,0,0,13.0,94.6,0.0,812.5,300,1.8,164,0.14,-4.063038660428469,-6.591689999999998e-05
2549,2013-04-17T05:00:00Z,2013-04-17T06:00:00Z,PT60M,9.5,-130,0.0,8.7,0,0,0,0,12.7,95.1,0.0,812.2,295,1.8,158,0.14,-3.927604038414186,-6.451515e-05
2550,2013-04-17T06:00:00Z,2013-04-17T07:00:00Z,PT60M,9.0,-111,0.0,8.3,0,0,0,0,12.5,95.3,0.0,812.0,292,1.8,146,0.14,-3.962488713781501,-6.565545000000004e-05
2551,2013-04-17T07:00:00Z,2013-04-17T08:00:00Z,PT60M,8.6,-100,0.0,7.9,0,0,0,0,12.5,95.2,0.0,811.8,291,1.8,133,0.14,3.84552244931462,0.0004169119500000001
2552,2013-04-17T08:00:00Z,2013-04-17T09:00:00Z,PT60M,8.3,-92,0.0,7.6,0,0,0,0,12.4,95.0,0.0,811.6,290,1.8,119,0.14,143.9239103669047,0.009806328
2553,2013-04-17T09:00:00Z,2013-04-17T10:00:00Z,PT60M,8.5,-86,0.0,7.5,0,0,0,0,12.0,93.4,0.0,811.7,291,1.7,106,0.14,352.7025363211031,0.04185940500000001
2554,2013-04-17T10:00:00Z,2013-04-17T11:00:00Z,PT60M,9.1,-80,0.0,7.6,3,55,6,9,11.5,90.5,0.0,812.1,293,1.7,92,0.14,559.5645571698267,0.09448866000000003
2555,2013-04-17T11:00:00Z,2013-04-17T12:00:00Z,PT60M,9.8,-73,0.0,7.8,32,578,121,153,10.9,87.5,0.0,812.5,295,1.6,79,0.14,724.8645653779854,0.15036588
2556,2013-04-17T12:00:00Z,2013-04-17T13:00:00Z,PT60M,11.5,-65,0.0,8.4,49,796,324,372,10.7,81.3,0.0,812.8,312,1.1,66,0.14,831.3387507182143,0.1940085
2557,2013-04-17T13:00:00Z,2013-04-17T14:00:00Z,PT60M,14.3,-55,0.0,9.4,58,890,519,576,10.8,72.5,0.0,813.1,22,0.9,54,0.14,861.8854141016168,0.20731095
2558,2013-04-17T14:00:00Z,2013-04-17T15:00:00Z,PT60M,17.0,-41,0.0,10.4,63,937,671,734,11.0,65.1,0.0,813.3,57,1.8,44,0.14,817.9697118936222,0.18643275
2559,2013-04-17T15:00:00Z,2013-04-17T16:00:00Z,PT60M,18.6,-21,0.0,11.0,65,960,764,829,11.2,61.4,0.0,813.2,65,2.5,37,0.14,693.811048181893,0.137068155
2560,2013-04-17T16:00:00Z,2013-04-17T17:00:00Z,PT60M,19.0,4,0.0,11.3,66,963,787,853,11.6,60.9,0.0,812.7,66,2.6,35,0.14,516.7323319379461,0.07903161
2561,2013-04-17T17:00:00Z,2013-04-17T18:00:00Z,PT60M,19.3,27,0.0,11.5,65,951,739,805,11.9,60.6,0.0,812.2,68,2.8,39,0.14,225.9213658376426,0.029536101
2562,2013-04-17T18:00:00Z,2013-04-17T19:00:00Z,PT60M,19.1,46,1.4,11.6,82,876,598,680,12.2,61.8,0.0,811.8,68,2.8,47,0.14,33.22662726750389,0.005300104950000001
2563,2013-04-17T19:00:00Z,2013-04-17T20:00:00Z,PT60M,18.4,59,6.1,11.6,119,681,366,484,12.5,64.7,0.0,811.5,66,2.6,58,0.14,-6.589099564967579,7.526924999999999e-05
2564,2013-04-17T20:00:00Z,2013-04-17T21:00:00Z,PT60M,17.7,68,11.4,11.6,108,454,162,269,12.9,67.8,0.0,811.3,64,2.5,70,0.14,-5.583600098497903,-1.323e-06
2565,2013-04-17T21:00:00Z,2013-04-17T22:00:00Z,PT60M,16.7,75,14.3,11.6,48,194,31,79,13.2,71.8,0.0,811.2,57,2.3,83,0.14,-3.825002052039728,-1.22598e-05
2566,2013-04-17T22:00:00Z,2013-04-17T23:00:00Z,PT60M,15.6,82,9.6,11.6,1,4,0,1,13.6,76.8,0.0,811.3,41,2.1,96,0.14,-3.89477140277436,-4.427640000000002e-05
2567,2013-04-17T23:00:00Z,2013-04-18T00:00:00Z,PT60M,14.5,88,4.0,11.5,0,0,0,0,13.9,82.2,0.0,811.4,24,2.1,110,0.14,-3.718295986210294,-6.015240000000002e-05
2568,2013-04-18T00:00:00Z,2013-04-18T01:00:00Z,PT60M,13.4,94,0.1,11.2,0,0,0,0,14.2,86.1,0.0,811.5,8,2.0,123,0.14,-3.090371829598623,-6.482700000000001e-05
2569,2013-04-18T01:00:00Z,2013-04-18T02:00:00Z,PT60M,12.4,102,0.0,10.6,0,0,0,0,14.4,88.4,0.0,811.8,349,1.9,137,0.14,-3.5664450463761,-6.519240000000002e-05
2570,2013-04-18T02:00:00Z,2013-04-18T03:00:00Z,PT60M,11.4,115,0.0,10.0,0,0,0,0,14.7,90.7,0.0,812.0,331,2.0,150,0.14,-3.800377575309859,-6.539400000000002e-05
2571,2013-04-18T03:00:00Z,2013-04-18T04:00:00Z,PT60M,10.9,140,0.0,9.5,0,0,0,0,14.7,91.4,0.0,812.0,320,2.1,161,0.14,-3.478207338094065,-6.512310000000003e-05
2572,2013-04-18T04:00:00Z,2013-04-18T05:00:00Z,PT60M,10.8,-172,0.0,9.2,0,0,0,0,14.7,90.4,0.0,811.8,313,1.9,165,0.14,-3.876303045226959,-6.521445000000001e-05
2573,2013-04-18T05:00:00Z,2013-04-18T06:00:00Z,PT60M,10.6,-130,0.0,9.0,0,0,0,0,14.6,89.5,0.0,811.6,305,1.8,158,0.14,-3.804481654764838,-6.309135000000002e-05
2574,2013-04-18T06:00:00Z,2013-04-18T07:00:00Z,PT60M,10.3,-110,0.0,8.6,0,0,0,0,14.6,89.1,0.0,811.4,302,1.8,146,0.14,-3.769596979397523,-6.378435000000002e-05
2575,2013-04-18T07:00:00Z,2013-04-18T08:00:00Z,PT60M,9.9,-99,0.0,8.2,0,0,0,0,14.5,89.4,0.0,811.2,304,1.8,133,0.14,4.47344660592629,0.00038710035
2576,2013-04-18T08:00:00Z,2013-04-18T09:00:00Z,PT60M,9.5,-92,0.0,7.8,0,0,0,0,14.5,89.6,0.0,811.1,305,1.8,119,0.14,149.0416974472626,0.009210285
2577,2013-04-18T09:00:00Z,2013-04-18T10:00:00Z,PT60M,9.4,-86,0.0,7.6,0,0,0,0,14.1,88.8,0.0,811.1,307,1.8,106,0.14,344.7324140195353,0.03933090000000002
2578,2013-04-18T10:00:00Z,2013-04-18T11:00:00Z,PT60M,9.7,-80,0.0,7.6,3,53,6,9,13.3,87.1,0.0,811.5,307,1.7,92,0.14,552.83591890339,0.08902246500000002
2579,2013-04-18T11:00:00Z,2013-04-18T12:00:00Z,PT60M,10.0,-73,0.0,7.6,33,562,116,149,12.6,85.2,0.0,811.8,308,1.6,79,0.14,713.5373060822454,0.1394728650000001
