PeriodStart;PeriodEnd;Period;AirTemp;Azimuth;CloudOpacity;DewpointTemp;Dhi;Dni;Ebh;Ghi;PrecipitableWater;RelativeHumidity;SnowWater;SurfacePressure;WindDirection10m;WindSpeed10m;Zenith;AlbedoDaily
2013-01-01T15:00:00Z;2013-01-01T16:00:00Z;PT60M;13.2;-83;91.3;8.5;91;0;0;91;19.8;72.9;0;815;189;3.2;12;0.14
2013-01-01T16:00:00Z;2013-01-01T17:00:00Z;PT60M;14.2;25;91.4;8.3;93;0;0;93;19.2;67.9;0;814.5;177;3.1;5;0.14
2013-01-01T17:00:00Z;2013-01-01T18:00:00Z;PT60M;15.1;86;85.2;8.2;155;0;0;155;18.6;63.4;0;814;165;3.2;15;0.14
2013-01-01T18:00:00Z;2013-01-01T19:00:00Z;PT60M;15.4;93;91.4;8.1;77;0;0;77;18.4;61.7;0;813.3;155;3.1;29;0.14
2013-01-01T19:00:00Z;2013-01-01T20:00:00Z;PT60M;15.1;98;79.1;8;161;0;0;161;18.5;62.6;0;812.6;147;2.9;42;0.14
2013-01-01T20:00:00Z;2013-01-01T21:00:00Z;PT60M;14.8;102;83.2;8;88;0;0;88;18.5;63.6;0;811.8;139;2.7;56;0.14
2013-01-01T21:00:00Z;2013-01-01T22:00:00Z;PT60M;14.5;107;78.3;8.3;68;0;0;68;18.9;66.4;0;811.7;130;2.3;69;0.14
2013-01-01T22:00:00Z;2013-01-01T23:00:00Z;PT60M;14.3;112;59.9;9.2;30;0;0;30;19.5;71.4;0;812.1;119;1.6;82;0.14
2013-01-01T23:00:00Z;2013-01-02T00:00:00Z;PT60M;14;118;16.8;10;1;0;0;1;20;76.6;0;812.5;95;1.1;94;0.14
2013-01-02T00:00:00Z;2013-01-02T01:00:00Z;PT60M;13.6;125;0;10.1;0;0;0;0;20.4;79.7;0;812.9;68;0.9;106;0.14
2013-01-02T01:00:00Z;2013-01-02T02:00:00Z;PT60M;12.9;135;0;9.5;0;0;0;0;20.6;80.1;0;813.2;54;0.9;116;0.14
2013-01-02T02:00:00Z;2013-01-02T03:00:00Z;PT60M;12.2;148;0;9;0;0;0;0;20.7;80.5;0;813.4;42;1;125;0.14
2013-01-02T03:00:00Z;2013-01-02T04:00:00Z;PT60M;11.7;164;0;8.6;0;0;0;0;21;81.5;0;813.3;37;1;130;0.14
2013-01-02T04:00:00Z;2013-01-02T05:00:00Z;PT60M;11.3;-178;0;8.6;0;0;0;0;21.4;83.2;0;812.6;38;0.9;132;0.14
2013-01-02T05:00:00Z;2013-01-02T06:00:00Z;PT60M;11;-160;0;8.6;0;0;0;0;21.7;85;0;812;39;0.8;129;0.14
2013-01-02T06:00:00Z;2013-01-02T07:00:00Z;PT60M;10.6;-145;0;8.5;0;0;0;0;21.9;86.9;0;811.5;39;0.9;123;0.14
2013-01-02T07:00:00Z;2013-01-02T08:00:00Z;PT60M;10;-133;0;8.3;0;0;0;0;21.8;89;0;811.2;39;1;114;0.14
2013-01-02T08:00:00Z;2013-01-02T09:00:00Z;PT60M;9.6;-124;3;8.2;0;0;0;0;21.8;91;0;810.8;39;1.1;104;0.14
2013-01-02T09:00:00Z;2013-01-02T10:00:00Z;PT60M;10.2;-117;34.1;8.5;3;0;0;3;21.7;89.3;0;810.8;38;1.3;92;0.14
2013-01-02T10:00:00Z;2013-01-02T11:00:00Z;PT60M;11.9;-111;66.3;9.3;38;0;0;38;21.6;84.1;0;811.1;35;1.5;79;0.14
2013-01-02T11:00:00Z;2013-01-02T12:00:00Z;PT60M;13.6;-106;81.3;10.1;66;0;0;66;21.5;79.3;0;811.4;34;1.7;66;0.14
2013-01-02T12:00:00Z;2013-01-02T13:00:00Z;PT60M;15;-101;82.6;10.5;103;0;0;103;21.4;74.8;0;811.5;37;2;53;0.14
2013-01-02T13:00:00Z;2013-01-02T14:00:00Z;PT60M;16;-97;80.6;10.6;155;0;0;155;21.4;70.7;0;811.3;43;2.6;40;0.14
2013-01-02T14:00:00Z;2013-01-02T15:00:00Z;PT60M;16.9;-92;76.4;10.7;225;0;0;225;21.5;66.9;0;811.1;47;3.1;26;0.14
2013-01-02T15:00:00Z;2013-01-02T16:00:00Z;PT60M;17.6;-83;80.8;11;199;0;0;199;21.7;65.1;0;810.8;51;3.4;13;0.14
2013-01-02T16:00:00Z;2013-01-02T17:00:00Z;PT60M;17.9;24;93.8;11.3;67;0;0;67;22.1;65.2;0;810.2;56;3.5;5;0.14
2013-01-02T17:00:00Z;2013-01-02T18:00:00Z;PT60M;18.2;86;93.7;11.6;64;0;0;64;22.6;65.5;0;809.6;61;3.5;15;0.14
2013-01-02T18:00:00Z;2013-01-02T19:00:00Z;PT60M;18;93;85.4;11.9;133;0;0;133;23.1;67.2;0;809.1;65;3.5;29;0.14
2013-01-02T19:00:00Z;2013-01-02T20:00:00Z;PT60M;17.4;98;81.2;12.1;137;0;0;137;23.7;70.7;0;808.6;68;3.4;42;0.14
2013-01-02T20:00:00Z;2013-01-02T21:00:00Z;PT60M;16.8;102;79.5;12.3;116;0;0;116;24.3;74.5;0;808.2;71;3.4;56;0.14
2013-01-02T21:00:00Z;2013-01-02T22:00:00Z;PT60M;16.2;106;87.8;12.5;38;0;0;38;24.8;78.4;0;808.1;74;3.2;69;0.14
2013-01-02T22:00:00Z;2013-01-02T23:00:00Z;PT60M;15.6;112;77.8;12.6;13;0;0;13;25.3;82.6;0;808.5;76;2.9;82;0.14
2013-01-02T23:00:00Z;2013-01-03T00:00:00Z;PT60M;15;118;64.4;12.8;0;0;0;0;25.7;86.9;0;808.9;78;2.7;94;0.14
2013-01-03T00:00:00Z;2013-01-03T01:00:00Z;PT60M;14.4;125;77.9;12.8;0;0;0;0;25.6;90.1;0;809.3;77;2.5;106;0.14
2013-01-03T01:00:00Z;2013-01-03T02:00:00Z;PT60M;14;135;77.7;12.7;0;0;0;0;25.1;91.9;0;809.6;74;2.4;116;0.14
2013-01-03T02:00:00Z;2013-01-03T03:00:00Z;PT60M;13.6;148;77.8;12.6;0;0;0;0;24.6;93.7;0;810;70;2.4;125;0.14
2013-01-03T03:00:00Z;2013-01-03T04:00:00Z;PT60M;13.3;163;78;12.5;0;0;0;0;24.1;95;0;810.1;67;2.3;130;0.14
2013-01-03T04:00:00Z;2013-01-03T05:00:00Z;PT60M;13.2;-178;78;12.5;0;0;0;0;23.5;95.7;0;809.8;65;2.3;132;0.14
2013-01-03T05:00:00Z;2013-01-03T06:00:00Z;PT60M;13.1;-161;78;12.5;0;0;0;0;22.9;96.4;0;809.5;64;2.3;130;0.14
2013-01-03T06:00:00Z;2013-01-03T07:00:00Z;PT60M;13;-145;77.9;12.5;0;0;0;0;22.3;97;0;809.2;62;2.2;123;0.14
2013-01-03T07:00:00Z;2013-01-03T08:00:00Z;PT60M;12.9;-133;77.7;12.5;0;0;0;0;21.6;97.3;0;809;60;2.1;114;0.14
2013-01-03T08:00:00Z;2013-01-03T09:00:00Z;PT60M;12.9;-124;74.9;12.5;0;0;0;0;20.9;97.6;0;808.8;57;2;104;0.14
2013-01-03T09:00:00Z;2013-01-03T10:00:00Z;PT60M;13;-117;56;12.5;3;0;0;3;20.5;96.6;0;809;52;1.9;92;0.14
2013-01-03T10:00:00Z;2013-01-03T11:00:00Z;PT60M;13.4;-111;65.6;12.5;49;0;0;49;20.4;94.5;0;809.5;45;2;80;0.14
2013-01-03T11:00:00Z;2013-01-03T12:00:00Z;PT60M;13.8;-106;64.3;12.5;130;0;0;130;20.3;92.2;0;810;40;2.1;67;0.14
2013-01-03T12:00:00Z;2013-01-03T13:00:00Z;PT60M;14.9;-101;61.1;12.7;237;0;0;237;20.1;86.9;0;810.1;39;2.4;53;0.14
2013-01-03T13:00:00Z;2013-01-03T14:00:00Z;PT60M;16.7;-97;51.3;13.1;393;0;0;393;19.8;79.3;0;809.8;42;2.9;40;0.14
2013-01-03T14:00:00Z;2013-01-03T15:00:00Z;PT60M;18.5;-92;46.7;13.5;515;0;0;515;19.6;72.5;0;809.5;45;3.4;26;0.14
2013-01-03T15:00:00Z;2013-01-03T16:00:00Z;PT60M;19.9;-83;35.4;13.8;562;124;123;685;19.6;68;0;808.9;46;3.8;13;0.14
2013-01-03T16:00:00Z;2013-01-03T17:00:00Z;PT60M;20.8;22;12;14;353;603;601;954;19.8;65.4;0;808.1;46;3.9;5;0.14
2013-01-03T17:00:00Z;2013-01-03T18:00:00Z;PT60M;21.6;85;6.8;14.3;252;748;719;970;20.1;63.1;0;807.4;47;4.1;15;0.14
2013-01-03T18:00:00Z;2013-01-03T19:00:00Z;PT60M;21.8;93;5.9;14.6;209;762;672;881;20.8;63.4;0;806.7;50;4.2;29;0.14
2013-01-03T19:00:00Z;2013-01-03T20:00:00Z;PT60M;21.4;97;17.5;14.9;337;398;295;632;21.8;66.5;0;806.2;54;4.3;42;0.14
2013-01-03T20:00:00Z;2013-01-03T21:00:00Z;PT60M;21;102;27.2;15.3;313;153;91;404;22.8;69.8;0;805.7;59;4.4;56;0.14
2013-01-03T21:00:00Z;2013-01-03T22:00:00Z;PT60M;20.3;106;33.2;15.6;184;77;33;217;23.7;74.2;0;805.7;61;4.1;69;0.14
2013-01-03T22:00:00Z;2013-01-03T23:00:00Z;PT60M;19.3;112;41.7;15.8;63;0;0;63;24.3;79.9;0;806.2;62;3.4;82;0.14
2013-01-03T23:00:00Z;2013-01-04T00:00:00Z;PT60M;18.4;118;63.9;16;1;0;0;1;24.9;85.9;0;806.6;64;2.7;94;0.14
2013-01-04T00:00:00Z;2013-01-04T01:00:00Z;PT60M;17.7;125;75.7;16.1;0;0;0;0;25.2;90.5;0;807.1;62;2.3;106;0.14
2013-01-04T01:00:00Z;2013-01-04T02:00:00Z;PT60M;17.2;135;54.9;16.1;0;0;0;0;25.2;93.1;0;807.5;56;2.3;116;0.14
2013-01-04T02:00:00Z;2013-01-04T03:00:00Z;PT60M;16.8;147;69.3;16.1;0;0;0;0;25.2;95.8;0;807.9;50;2.3;125;0.14
2013-01-04T03:00:00Z;2013-01-04T04:00:00Z;PT60M;16.5;163;70.2;16;0;0;0;0;24.8;96.9;0;807.9;45;2.3;130;0.14
2013-01-04T04:00:00Z;2013-01-04T05:00:00Z;PT60M;16.5;-179;58.2;15.9;0;0;0;0;24.1;96.3;0;807.5;42;2.2;132;0.14
2013-01-04T05:00:00Z;2013-01-04T06:00:00Z;PT60M;16.4;-161;19.1;15.7;0;0;0;0;23.4;95.7;0;807.1;38;2.1;130;0.14
2013-01-04T06:00:00Z;2013-01-04T07:00:00Z;PT60M;16.3;-145;3.4;15.4;0;0;0;0;22.6;94.7;0;806.7;32;2;123;0.14
2013-01-04T07:00:00Z;2013-01-04T08:00:00Z;PT60M;16;-133;1.4;14.9;0;0;0;0;21.8;93.5;0;806.5;22;1.9;115;0.14
2013-01-04T08:00:00Z;2013-01-04T09:00:00Z;PT60M;15.7;-124;1.4;14.4;0;0;0;0;21;92.2;0;806.2;12;1.9;104;0.14
2013-01-04T09:00:00Z;2013-01-04T10:00:00Z;PT60M;15.8;-117;7.2;14;6;4;0;6;20.1;88.9;0;806.3;6;1.9;92;0.14
2013-01-04T10:00:00Z;2013-01-04T11:00:00Z;PT60M;16.5;-111;8.5;13.7;47;365;85;133;19.4;83.7;0;806.8;4;1.8;80;0.14
2013-01-04T11:00:00Z;2013-01-04T12:00:00Z;PT60M;17.1;-106;0.5;13.4;67;742;297;364;18.6;78.8;0;807.3;3;1.8;67;0.14
2013-01-04T12:00:00Z;2013-01-04T13:00:00Z;PT60M;18.4;-101;1.9;13.4;102;823;485;588;18.2;72.7;0;807.5;13;1.9;53;0.14
2013-01-04T13:00:00Z;2013-01-04T14:00:00Z;PT60M;20.2;-97;18.3;13.6;350;410;306;656;18.2;65.8;0;807.4;29;2.4;40;0.14
2013-01-04T14:00:00Z;2013-01-04T15:00:00Z;PT60M;22;-92;29.4;13.8;530;171;151;681;18.2;59.6;0;807.3;39;2.9;26;0.14
2013-01-04T15:00:00Z;2013-01-04T16:00:00Z;PT60M;23.3;-82;29.4;14.2;581;172;166;748;18.5;56.7;0;807;45;3.3;13;0.14
2013-01-04T16:00:00Z;2013-01-04T17:00:00Z;PT60M;24;21;25.7;14.7;549;261;260;809;18.9;56.4;0;806.4;48;3.5;5;0.14
2013-01-04T17:00:00Z;2013-01-04T18:00:00Z;PT60M;24.6;85;13.7;15.3;360;564;542;903;19.4;56.2;0;805.9;51;3.6;15;0.14
2013-01-04T18:00:00Z;2013-01-04T19:00:00Z;PT60M;24.7;93;24.5;15.7;475;266;232;707;20.6;57.5;0;805.3;56;3.8;29;0.14
2013-01-04T19:00:00Z;2013-01-04T20:00:00Z;PT60M;24.2;97;14.3;16.1;299;483;359;657;22.6;60.3;0;804.8;63;3.9;42;0.14
2013-01-04T20:00:00Z;2013-01-04T21:00:00Z;PT60M;23.8;102;28.6;16.4;309;150;91;400;24.5;63.4;0;804.4;69;4;56;0.14
2013-01-04T21:00:00Z;2013-01-04T22:00:00Z;PT60M;23;106;44.2;16.8;176;3;1;177;26.2;67.8;0;804.4;72;3.7;69;0.14
2013-01-04T22:00:00Z;2013-01-04T23:00:00Z;PT60M;22.1;111;42.3;17.2;61;0;0;61;27.7;73.8;0;804.9;74;2.8;82;0.14
2013-01-04T23:00:00Z;2013-01-05T00:00:00Z;PT60M;21.1;117;53.8;17.6;1;0;0;1;29.2;80.3;0;805.4;76;2;94;0.14
2013-01-05T00:00:00Z;2013-01-05T01:00:00Z;PT60M;20.2;125;78.5;17.8;0;0;0;0;29.9;85.7;0;805.9;74;1.5;106;0.14
2013-01-05T01:00:00Z;2013-01-05T02:00:00Z;PT60M;19.5;135;76.9;17.7;0;0;0;0;29.7;89.5;0;806.3;65;1.3;116;0.14
2013-01-05T02:00:00Z;2013-01-05T03:00:00Z;PT60M;18.7;147;74;17.6;0;0;0;0;29.5;93.3;0;806.6;53;1.2;125;0.14
2013-01-05T03:00:00Z;2013-01-05T04:00:00Z;PT60M;18.1;163;65.3;17.3;0;0;0;0;28.7;94.5;0;806.5;41;1.2;130;0.14
2013-01-05T04:00:00Z;2013-01-05T05:00:00Z;PT60M;17.8;-179;3.3;16.6;0;0;0;0;27.2;92.9;0;805.9;32;1.3;132;0.14
2013-01-05T05:00:00Z;2013-01-05T06:00:00Z;PT60M;17.5;-161;32.4;16;0;0;0;0;25.6;91.2;0;805.2;23;1.3;130;0.14
2013-01-05T06:00:00Z;2013-01-05T07:00:00Z;PT60M;17.1;-145;4.6;15.3;0;0;0;0;24.1;89.3;0;804.7;13;1.4;124;0.14
2013-01-05T07:00:00Z;2013-01-05T08:00:00Z;PT60M;16.7;-133;10;14.6;0;0;0;0;22.6;87.4;0;804.4;360;1.4;115;0.14
2013-01-05T08:00:00Z;2013-01-05T09:00:00Z;PT60M;16.3;-124;14.3;13.8;0;0;0;0;21.2;85.4;0;804.1;348;1.4;104;0.14
2013-01-05T09:00:00Z;2013-01-05T10:00:00Z;PT60M;16.8;-116;18.7;13.6;5;0;0;5;20.5;81.6;0;804.1;346;1.5;92;0.14
2013-01-05T10:00:00Z;2013-01-05T11:00:00Z;PT60M;18.1;-111;39.9;13.9;81;3;1;82;20.8;76.5;0;804.4;356;1.4;80;0.14
2013-01-05T11:00:00Z;2013-01-05T12:00:00Z;PT60M;19.5;-105;24.3;14.3;190;200;90;280;21;71.7;0;804.8;6;1.4;67;0.14
2013-01-05T12:00:00Z;2013-01-05T13:00:00Z;PT60M;20.8;-101;9.6;14.7;187;585;352;539;21.2;68.1;0;805;27;1.4;54;0.14
2013-01-05T13:00:00Z;2013-01-05T14:00:00Z;PT60M;21.9;-97;6.7;15.2;197;719;551;748;21.3;65.6;0;805;52;1.7;40;0.14
2013-01-05T14:00:00Z;2013-01-05T15:00:00Z;PT60M;23.1;-92;4.4;15.7;186;818;729;915;21.4;63.2;0;805;67;2.2;27;0.14
2013-01-05T15:00:00Z;2013-01-05T16:00:00Z;PT60M;23.8;-82;11.3;16.2;339;611;592;931;22.2;62.3;0;804.8;73;2.6;13;0.14
2013-01-05T16:00:00Z;2013-01-05T17:00:00Z;PT60M;24.2;19;16;16.7;427;478;477;904;23.5;62.9;0;804.6;76;2.7;5;0.14
2013-01-05T17:00:00Z;2013-01-05T18:00:00Z;PT60M;24.5;84;35.7;17.1;578;89;87;665;24.9;63.5;0;804.3;79;2.8;15;0.14
2013-01-05T18:00:00Z;2013-01-05T19:00:00Z;PT60M;24.3;92;45.2;17.5;469;41;32;501;26.6;66;0;804;84;2.9;28;0.14
2013-01-05T19:00:00Z;2013-01-05T20:00:00Z;PT60M;23.5;97;27.6;17.8;409;177;138;547;28.6;70.8;0;803.8;90;2.9;42;0.14
2013-01-05T20:00:00Z;2013-01-05T21:00:00Z;PT60M;22.7;101;46.3;18.2;285;2;2;286;30.7;75.8;0;803.5;96;3.1;55;0.14
2013-01-05T21:00:00Z;2013-01-05T22:00:00Z;PT60M;22.2;106;52.6;18.6;156;0;0;156;33.1;79.9;0;803.6;97;2.9;69;0.14
2013-01-05T22:00:00Z;2013-01-05T23:00:00Z;PT60M;22.2;111;65.2;19.1;31;0;0;31;35.8;82.8;0;804;93;2.4;82;0.14
2013-01-05T23:00:00Z;2013-01-06T00:00:00Z;PT60M;22.1;117;86.8;19.6;1;0;0;1;38.5;85.7;0;804.5;87;1.9;94;0.14
2013-01-06T00:00:00Z;2013-01-06T01:00:00Z;PT60M;21.6;125;97.7;19.7;0;0;0;0;39.8;89;0;804.8;82;1.8;106;0.14
2013-01-06T01:00:00Z;2013-01-06T02:00:00Z;PT60M;20.7;135;91.9;19.4;0;0;0;0;39.5;92.5;0;805;80;2.1;116;0.14
2013-01-06T02:00:00Z;2013-01-06T03:00:00Z;PT60M;19.8;147;87.1;19.1;0;0;0;0;39.2;96.1;0;805.3;79;2.5;125;0.14
2013-01-06T03:00:00Z;2013-01-06T04:00:00Z;PT60M;19.1;163;87;18.7;0;0;0;0;38.1;97.7;0;805.1;77;2.5;130;0.14
2013-01-06T04:00:00Z;2013-01-06T05:00:00Z;PT60M;18.7;-179;82;18.2;0;0;0;0;36.2;96.9;0;804.5;75;2.1;132;0.14
2013-01-06T05:00:00Z;2013-01-06T06:00:00Z;PT60M;18.3;-161;77.7;17.6;0;0;0;0;34.2;96.1;0;804;73;1.8;130;0.14
2013-01-06T06:00:00Z;2013-01-06T07:00:00Z;PT60M;17.9;-145;77.9;17.2;0;0;0;0;32.7;95.9;0;803.5;76;1.6;124;0.14
2013-01-06T07:00:00Z;2013-01-06T08:00:00Z;PT60M;17.6;-133;77.7;17;0;0;0;0;31.8;96.1;0;803.3;85;1.4;115;0.14
2013-01-06T08:00:00Z;2013-01-06T09:00:00Z;PT60M;17.3;-124;67.8;16.7;0;0;0;0;30.8;96.4;0;803;95;1.4;104;0.14
2013-01-06T09:00:00Z;2013-01-06T10:00:00Z;PT60M;17.2;-116;62.8;16.5;4;0;0;4;31.1;95.7;0;803.2;105;1.4;92;0.14
2013-01-06T10:00:00Z;2013-01-06T11:00:00Z;PT60M;17.3;-110;24.6;16.4;82;51;12;94;32.7;94.3;0;803.8;111;1.6;80;0.14
2013-01-06T11:00:00Z;2013-01-06T12:00:00Z;PT60M;17.4;-105;13.4;16.3;162;304;131;293;34.3;92.9;0;804.4;115;1.8;67;0.14
2013-01-06T12:00:00Z;2013-01-06T13:00:00Z;PT60M;17.5;-101;14.2;16.3;225;430;246;471;35.1;92.2;0;804.8;117;2;54;0.14
2013-01-06T13:00:00Z;2013-01-06T14:00:00Z;PT60M;17.6;-96;68.4;16.4;226;11;7;233;35.2;92.4;0;804.8;117;2.2;40;0.14
2013-01-06T14:00:00Z;2013-01-06T15:00:00Z;PT60M;17.7;-91;80.7;16.5;178;0;0;178;35.2;92.6;0;804.9;117;2.3;27;0.14
2013-01-06T15:00:00Z;2013-01-06T16:00:00Z;PT60M;17.7;-82;75.6;16.5;248;0;0;248;34.9;92.8;0;804.7;117;2.4;13;0.14
2013-01-06T16:00:00Z;2013-01-06T17:00:00Z;PT60M;17.8;17;61.7;16.6;398;0;0;398;34.2;92.8;0;804.2;117;2.4;5;0.14
2013-01-06T17:00:00Z;2013-01-06T18:00:00Z;PT60M;17.8;84;66.8;16.6;332;0;0;332;33.5;92.8;0;803.7;118;2.4;15;0.14
2013-01-06T18:00:00Z;2013-01-06T19:00:00Z;PT60M;17.7;92;90.4;16.6;87;0;0;87;33.3;93.3;0;803.3;121;2.5;28;0.14
2013-01-06T19:00:00Z;2013-01-06T20:00:00Z;PT60M;17.4;97;89.2;16.5;78;0;0;78;33.6;94.4;0;802.9;124;2.6;42;0.14
2013-01-06T20:00:00Z;2013-01-06T21:00:00Z;PT60M;17.1;101;93.9;16.3;33;0;0;33;33.9;95.4;0;802.5;128;2.7;55;0.14
2013-01-06T21:00:00Z;2013-01-06T22:00:00Z;PT60M;16.7;106;93.8;16;15;0;0;15;33.6;95.9;0;802.5;132;2.5;69;0.14
2013-01-06T22:00:00Z;2013-01-06T23:00:00Z;PT60M;16.2;111;70.4;15.6;19;0;0;19;32.8;95.9;0;802.9;138;2;82;0.14
2013-01-06T23:00:00Z;2013-01-07T00:00:00Z;PT60M;15.8;117;65.1;15.2;1;0;0;1;32;96;0;803.3;148;1.5;94;0.14
2013-01-07T00:00:00Z;2013-01-07T01:00:00Z;PT60M;15.5;125;78.2;14.9;0;0;0;0;31.5;96.2;0;803.5;162;1.3;106;0.14
2013-01-07T01:00:00Z;2013-01-07T02:00:00Z;PT60M;15.5;134;78;14.9;0;0;0;0;31.4;96.5;0;803.7;173;1.4;116;0.14
2013-01-07T02:00:00Z;2013-01-07T03:00:00Z;PT60M;15.4;147;75.4;14.9;0;0;0;0;31.2;96.8;0;803.8;183;1.6;125;0.14
2013-01-07T03:00:00Z;2013-01-07T04:00:00Z;PT60M;15.3;163;41.9;14.8;0;0;0;0;31.1;96.7;0;803.7;192;1.6;130;0.14
2013-01-07T04:00:00Z;2013-01-07T05:00:00Z;PT60M;15.2;-179;0.5;14.6;0;0;0;0;31.1;96.2;0;803.3;205;1.5;132;0.14
2013-01-07T05:00:00Z;2013-01-07T06:00:00Z;PT60M;15.1;-161;23.7;14.4;0;0;0;0;31;95.7;0;802.9;219;1.4;130;0.14
2013-01-07T06:00:00Z;2013-01-07T07:00:00Z;PT60M;14.8;-145;1.2;14;0;0;0;0;29.9;94.6;0;802.6;232;1.4;124;0.14
2013-01-07T07:00:00Z;2013-01-07T08:00:00Z;PT60M;14.4;-133;0;13.3;0;0;0;0;27.9;92.9;0;802.4;244;1.3;115;0.14
2013-01-07T08:00:00Z;2013-01-07T09:00:00Z;PT60M;14.1;-124;4.2;12.7;0;0;0;0;25.9;91.2;0;802.2;258;1.3;104;0.14
2013-01-07T09:00:00Z;2013-01-07T10:00:00Z;PT60M;14.4;-116;35.9;12.5;4;0;0;4;23.6;88.4;0;802.3;270;1.4;93;0.14
2013-01-07T10:00:00Z;2013-01-07T11:00:00Z;PT60M;15.5;-110;26.6;12.9;68;160;39;107;21.2;84.6;0;802.7;278;1.7;80;0.14
2013-01-07T11:00:00Z;2013-01-07T12:00:00Z;PT60M;16.6;-105;4.9;13.3;87;641;260;347;18.9;80.8;0;803.1;283;2;67;0.14
2013-01-07T12:00:00Z;2013-01-07T13:00:00Z;PT60M;18.2;-101;0.1;13.2;73;889;525;598;17.4;72.6;0;803.4;284;1.7;54;0.14
2013-01-07T13:00:00Z;2013-01-07T14:00:00Z;PT60M;20.5;-96;0;12.8;81;956;727;808;16.9;61.3;0;803.6;277;0.7;40;0.14
2013-01-07T14:00:00Z;2013-01-07T15:00:00Z;PT60M;22.7;-91;0;12.3;87;991;882;969;16.3;51.9;0;803.8;129;0.4;27;0.14
2013-01-07T15:00:00Z;2013-01-07T16:00:00Z;PT60M;24.1;-81;0;12.1;90;1008;978;1068;16.2;47.1;0;803.8;121;1.2;13;0.14
2013-01-07T16:00:00Z;2013-01-07T17:00:00Z;PT60M;24.9;15;0;12.4;92;1011;1006;1098;16.4;45.6;0;803.5;124;1.9;5;0.14
2013-01-07T17:00:00Z;2013-01-07T18:00:00Z;PT60M;25.6;83;0;12.6;93;1002;966;1058;16.7;44.4;0;803.2;125;2.5;15;0.14
2013-01-07T18:00:00Z;2013-01-07T19:00:00Z;PT60M;25.7;92;0;12.8;91;978;859;950;17.6;44.8;0;803;126;2.8;28;0.14
2013-01-07T19:00:00Z;2013-01-07T20:00:00Z;PT60M;25.1;97;0;13;87;933;693;781;19.3;46.9;0;802.8;125;2.9;42;0.14
2013-01-07T20:00:00Z;2013-01-07T21:00:00Z;PT60M;24.5;101;0;13.2;79;853;487;566;21;49.3;0;802.7;124;3;55;0.14
2013-01-07T21:00:00Z;2013-01-07T22:00:00Z;PT60M;23.7;106;0;13.9;64;709;264;328;22.6;54.3;0;802.9;120;2.9;69;0.14
2013-01-07T22:00:00Z;2013-01-07T23:00:00Z;PT60M;22.6;111;4.7;15.1;41;323;64;105;24.1;62.6;0;803.5;112;2.7;81;0.14
