PeriodStart;PeriodEnd;Period;AirTemp;Azimuth;CloudOpacity;DewpointTemp;Dhi;Dni;Ebh;Ghi;PrecipitableWater;RelativeHumidity;SnowWater;SurfacePressure;WindDirection10m;WindSpeed10m;Zenith;AlbedoDaily
2013-02-07T11:00:00Z;2013-02-07T12:00:00Z;PT60M;14.8;-99;66;13.7;91;0;0;91;25.4;92.9;0;811.3;136;2.5;71;0.14
2013-02-07T12:00:00Z;2013-02-07T13:00:00Z;PT60M;15.3;-94;49.5;13.7;254;20;13;267;24.9;89.9;0;811.4;136;2.4;58;0.14
2013-02-07T13:00:00Z;2013-02-07T14:00:00Z;PT60M;16.3;-87;39.8;13.9;391;64;42;433;24.2;85.6;0;811.3;128;2.2;44;0.14
2013-02-07T14:00:00Z;2013-02-07T15:00:00Z;PT60M;17.3;-78;40.6;14.1;507;36;32;539;23.6;81.6;0;811.3;118;2.1;31;0.14
2013-02-07T15:00:00Z;2013-02-07T16:00:00Z;PT60M;17.9;-60;53.5;14.4;469;2;2;470;23.1;79.7;0;811;111;2.1;18;0.14
2013-02-07T16:00:00Z;2013-02-07T17:00:00Z;PT60M;18.2;-7;52.8;14.6;438;63;62;500;22.9;79.6;0;810.5;107;2.1;10;0.14
2013-02-07T17:00:00Z;2013-02-07T18:00:00Z;PT60M;18.5;55;6.4;14.9;224;774;739;963;22.6;79.5;0;810;102;2.1;16;0.14
2013-02-07T18:00:00Z;2013-02-07T19:00:00Z;PT60M;18.5;76;0.5;14.9;117;922;810;927;22.3;79.4;0;809.4;101;2.1;28;0.14
2013-02-07T19:00:00Z;2013-02-07T20:00:00Z;PT60M;18.2;86;2.5;14.5;140;817;608;749;22;79.1;0;808.9;102;1.9;42;0.14
2013-02-07T20:00:00Z;2013-02-07T21:00:00Z;PT60M;17.9;92;35.4;14.2;218;249;159;377;21.7;78.8;0;808.4;103;1.7;55;0.14
2013-02-07T21:00:00Z;2013-02-07T22:00:00Z;PT60M;17.6;98;37.8;14.2;138;147;47;185;20.9;80.5;0;808.2;102;1.6;69;0.14
2013-02-07T22:00:00Z;2013-02-07T23:00:00Z;PT60M;17.2;104;46.5;14.5;53;8;2;55;19.6;84.4;0;808.4;96;1.4;82;0.14
2013-02-07T23:00:00Z;2013-02-08T00:00:00Z;PT60M;16.8;110;22.3;14.9;1;0;0;1;18.3;88.4;0;808.7;89;1.3;95;0.14
2013-02-08T00:00:00Z;2013-02-08T01:00:00Z;PT60M;16.4;117;0.1;14.7;0;0;0;0;17.5;89.7;0;809;87;1.1;108;0.14
2013-02-08T01:00:00Z;2013-02-08T02:00:00Z;PT60M;16.1;127;0;14.1;0;0;0;0;17.2;88;0;809.6;92;1;119;0.14
2013-02-08T02:00:00Z;2013-02-08T03:00:00Z;PT60M;15.8;140;0;13.5;0;0;0;0;16.9;86.4;0;810.2;99;0.9;129;0.14
2013-02-08T03:00:00Z;2013-02-08T04:00:00Z;PT60M;15.3;157;0;13.1;0;0;0;0;16.6;86.9;0;810.3;101;0.7;136;0.14
2013-02-08T04:00:00Z;2013-02-08T05:00:00Z;PT60M;14.7;178;0;13.1;0;0;0;0;16.4;89.6;0;809.9;92;0.4;139;0.14
2013-02-08T05:00:00Z;2013-02-08T06:00:00Z;PT60M;14.2;-160;0;13;0;0;0;0;16.2;92.3;0;809.6;36;0.1;137;0.14
2013-02-08T06:00:00Z;2013-02-08T07:00:00Z;PT60M;13.8;-142;0;12.8;0;0;0;0;15.8;93.7;0;809.3;318;0.3;131;0.14
2013-02-08T07:00:00Z;2013-02-08T08:00:00Z;PT60M;13.5;-129;0;12.5;0;0;0;0;15.3;93.6;0;808.9;304;0.6;121;0.14
2013-02-08T08:00:00Z;2013-02-08T09:00:00Z;PT60M;13.2;-119;0;12.2;0;0;0;0;14.8;93.4;0;808.6;299;0.9;110;0.14
2013-02-08T09:00:00Z;2013-02-08T10:00:00Z;PT60M;13.4;-111;0;12.1;1;2;0;1;14.6;91.6;0;808.5;300;0.9;98;0.14
2013-02-08T10:00:00Z;2013-02-08T11:00:00Z;PT60M;14.2;-105;0;12.3;22;298;46;68;14.8;88;0;808.8;307;0.7;85;0.14
2013-02-08T11:00:00Z;2013-02-08T12:00:00Z;PT60M;15;-99;0;12.4;52;712;232;284;15;84.5;0;809;318;0.6;71;0.14
2013-02-08T12:00:00Z;2013-02-08T13:00:00Z;PT60M;16.3;-93;1.8;12.4;90;811;429;518;15.2;77.8;0;809.1;8;0.6;58;0.14
2013-02-08T13:00:00Z;2013-02-08T14:00:00Z;PT60M;18.1;-87;2.4;12.2;113;865;621;734;15.5;68.6;0;809.1;41;1.3;44;0.14
2013-02-08T14:00:00Z;2013-02-08T15:00:00Z;PT60M;19.8;-78;2.1;12;126;912;780;906;15.7;60.6;0;809;50;2.1;31;0.14
2013-02-08T15:00:00Z;2013-02-08T16:00:00Z;PT60M;21;-59;8.8;11.9;274;710;671;945;16;56;0;808.6;56;2.5;18;0.14
2013-02-08T16:00:00Z;2013-02-08T17:00:00Z;PT60M;21.6;-7;6.2;11.9;220;804;790;1010;16.5;54.1;0;807.9;62;2.5;11;0.14
2013-02-08T17:00:00Z;2013-02-08T18:00:00Z;PT60M;22.2;54;0;12;99;988;947;1045;17;52.4;0;807.2;68;2.6;16;0.14
2013-02-08T18:00:00Z;2013-02-08T19:00:00Z;PT60M;22.3;76;0;12;104;956;837;941;17.5;52.2;0;806.7;73;2.6;29;0.14
2013-02-08T19:00:00Z;2013-02-08T20:00:00Z;PT60M;21.9;85;0.6;12;106;893;665;771;18.2;53.5;0;806.4;79;2.7;42;0.14
2013-02-08T20:00:00Z;2013-02-08T21:00:00Z;PT60M;21.5;92;6;12.1;149;660;378;528;18.9;55;0;806;84;2.8;56;0.14
2013-02-08T21:00:00Z;2013-02-08T22:00:00Z;PT60M;20.5;98;28;12.3;158;182;77;236;19.7;59.6;0;806;85;2.8;69;0.14
2013-02-08T22:00:00Z;2013-02-08T23:00:00Z;PT60M;18.9;103;38.8;12.9;56;41;9;64;20.6;68.3;0;806.3;83;2.8;83;0.14
2013-02-08T23:00:00Z;2013-02-09T00:00:00Z;PT60M;17.3;110;39;13.5;1;0;0;1;21.6;78.2;0;806.6;81;2.7;96;0.14
2013-02-09T00:00:00Z;2013-02-09T01:00:00Z;PT60M;16.6;117;39;13.8;0;0;0;0;22.3;83.5;0;807.1;77;2.5;108;0.14
2013-02-09T01:00:00Z;2013-02-09T02:00:00Z;PT60M;16.7;127;46.5;13.8;0;0;0;0;22.8;82.9;0;807.6;70;2.3;120;0.14
2013-02-09T02:00:00Z;2013-02-09T03:00:00Z;PT60M;16.8;140;45.7;13.8;0;0;0;0;23.2;82.2;0;808.2;63;2.2;130;0.14
2013-02-09T03:00:00Z;2013-02-09T04:00:00Z;PT60M;16.8;157;42.1;13.8;0;0;0;0;23.5;82.8;0;808.3;55;2;137;0.14
2013-02-09T04:00:00Z;2013-02-09T05:00:00Z;PT60M;16.6;178;21;14;0;0;0;0;23.5;84.9;0;807.9;49;1.8;140;0.14
2013-02-09T05:00:00Z;2013-02-09T06:00:00Z;PT60M;16.3;-160;8.3;14.2;0;0;0;0;23.5;87;0;807.5;40;1.6;138;0.14
2013-02-09T06:00:00Z;2013-02-09T07:00:00Z;PT60M;16.1;-142;5;14.1;0;0;0;0;23.3;88;0;807.1;31;1.4;131;0.14
2013-02-09T07:00:00Z;2013-02-09T08:00:00Z;PT60M;16;-129;0.7;13.9;0;0;0;0;22.9;87.7;0;806.7;19;1.2;122;0.14
2013-02-09T08:00:00Z;2013-02-09T09:00:00Z;PT60M;15.8;-119;0;13.7;0;0;0;0;22.5;87.5;0;806.3;4;1;110;0.14
2013-02-09T09:00:00Z;2013-02-09T10:00:00Z;PT60M;15.8;-111;0;13.6;0;1;0;0;22.3;86.7;0;806.2;1;0.9;98;0.14
2013-02-09T10:00:00Z;2013-02-09T11:00:00Z;PT60M;16;-104;2.9;13.5;29;180;30;59;22.5;85.2;0;806.5;16;0.9;85;0.14
2013-02-09T11:00:00Z;2013-02-09T12:00:00Z;PT60M;16.3;-99;0.2;13.5;68;611;200;268;22.7;83.7;0;806.8;33;0.8;72;0.14
2013-02-09T12:00:00Z;2013-02-09T13:00:00Z;PT60M;17.2;-93;0;13.4;93;779;414;507;22.8;78.5;0;807;42;1.2;58;0.14
2013-02-09T13:00:00Z;2013-02-09T14:00:00Z;PT60M;18.8;-86;0;13.3;111;862;615;726;23;70.3;0;807;43;1.8;44;0.14
2013-02-09T14:00:00Z;2013-02-09T15:00:00Z;PT60M;20.5;-77;0;13.2;122;908;777;899;23.2;63.1;0;807;43;2.4;31;0.14
2013-02-09T15:00:00Z;2013-02-09T16:00:00Z;PT60M;21.5;-59;0.8;13.2;134;919;870;1004;23.6;59.3;0;806.7;46;2.8;18;0.14
2013-02-09T16:00:00Z;2013-02-09T17:00:00Z;PT60M;21.8;-7;5.2;13.3;223;790;776;998;24.1;58.3;0;806.2;50;3;11;0.14
2013-02-09T17:00:00Z;2013-02-09T18:00:00Z;PT60M;22.2;53;40.2;13.4;500;116;113;613;24.7;57.5;0;805.7;54;3.3;16;0.14
2013-02-09T18:00:00Z;2013-02-09T19:00:00Z;PT60M;22;75;32.4;13.6;466;173;149;616;25.8;58.8;0;805.4;58;3.2;29;0.14
2013-02-09T19:00:00Z;2013-02-09T20:00:00Z;PT60M;21.4;85;37.1;14;447;32;22;470;27.6;62.7;0;805.1;63;2.9;42;0.14
2013-02-09T20:00:00Z;2013-02-09T21:00:00Z;PT60M;20.7;92;29.6;14.3;313;114;68;381;29.4;66.8;0;804.9;70;2.6;56;0.14
2013-02-09T21:00:00Z;2013-02-09T22:00:00Z;PT60M;19.8;97;58;14.7;126;2;1;127;30.9;72.3;0;804.9;75;2.3;69;0.14
2013-02-09T22:00:00Z;2013-02-09T23:00:00Z;PT60M;18.7;103;57.6;15.1;31;0;0;31;32;79.2;0;805.1;78;2;83;0.14
2013-02-09T23:00:00Z;2013-02-10T00:00:00Z;PT60M;17.7;109;60.6;15.4;1;0;0;1;33.2;86.8;0;805.3;83;1.7;96;0.14
2013-02-10T00:00:00Z;2013-02-10T01:00:00Z;PT60M;17.1;117;51.4;15.8;0;0;0;0;33.7;92.1;0;805.6;87;1.5;108;0.14
2013-02-10T01:00:00Z;2013-02-10T02:00:00Z;PT60M;17;126;58;16.1;0;0;0;0;33.7;94.5;0;806;91;1.6;120;0.14
2013-02-10T02:00:00Z;2013-02-10T03:00:00Z;PT60M;16.9;139;65.1;16.4;0;0;0;0;33.7;96.8;0;806.3;94;1.6;130;0.14
2013-02-10T03:00:00Z;2013-02-10T04:00:00Z;PT60M;16.7;157;64.7;16.4;0;0;0;0;33.4;98;0;806.2;92;1.6;137;0.14
2013-02-10T04:00:00Z;2013-02-10T05:00:00Z;PT60M;16.4;178;72.8;16.1;0;0;0;0;33;98;0;805.8;85;1.6;140;0.14
2013-02-10T05:00:00Z;2013-02-10T06:00:00Z;PT60M;16.2;-160;78.9;15.8;0;0;0;0;32.5;97.9;0;805.3;78;1.6;138;0.14
2013-02-10T06:00:00Z;2013-02-10T07:00:00Z;PT60M;15.9;-142;78.8;15.5;0;0;0;0;31.9;97.7;0;804.9;71;1.5;131;0.14
2013-02-10T07:00:00Z;2013-02-10T08:00:00Z;PT60M;15.6;-128;74.9;15.2;0;0;0;0;31.2;97.4;0;804.6;63;1.3;122;0.14
2013-02-10T08:00:00Z;2013-02-10T09:00:00Z;PT60M;15.3;-118;71.1;14.9;0;0;0;0;30.4;97;0;804.4;52;1.1;110;0.14
2013-02-10T09:00:00Z;2013-02-10T10:00:00Z;PT60M;15.3;-111;61.1;14.5;0;0;0;0;29.9;95;0;804.4;46;0.9;98;0.14
2013-02-10T10:00:00Z;2013-02-10T11:00:00Z;PT60M;15.5;-104;15;14.2;29;153;25;54;29.6;91.4;0;804.7;46;0.7;85;0.14
2013-02-10T11:00:00Z;2013-02-10T12:00:00Z;PT60M;15.8;-98;0.1;13.8;76;553;180;256;29.2;88;0;805.1;46;0.6;72;0.14
2013-02-10T12:00:00Z;2013-02-10T13:00:00Z;PT60M;16.3;-92;0;13.8;107;728;386;493;29;85.3;0;805.4;37;0.4;58;0.14
2013-02-10T13:00:00Z;2013-02-10T14:00:00Z;PT60M;17;-86;0;14.2;129;817;582;711;28.8;83.5;0;805.8;3;0.2;45;0.14
2013-02-10T14:00:00Z;2013-02-10T15:00:00Z;PT60M;17.7;-77;0;14.6;141;868;742;883;28.7;81.8;0;806.2;316;0.3;31;0.14
2013-02-10T15:00:00Z;2013-02-10T16:00:00Z;PT60M;18.3;-58;0;14.8;134;914;864;998;28.4;80.4;0;806.2;290;0.2;19;0.14
2013-02-10T16:00:00Z;2013-02-10T17:00:00Z;PT60M;18.5;-7;0.8;14.9;161;886;869;1030;28;79.4;0;805.9;151;0.2;11;0.14
2013-02-10T17:00:00Z;2013-02-10T18:00:00Z;PT60M;18.8;52;34.9;15;386;281;274;660;27.6;78.5;0;805.6;138;0.5;17;0.14
2013-02-10T18:00:00Z;2013-02-10T19:00:00Z;PT60M;18.8;74;39;14.9;389;183;151;540;27;78.3;0;805.2;128;0.8;29;0.14
2013-02-10T19:00:00Z;2013-02-10T20:00:00Z;PT60M;18.6;84;1.1;14.8;171;758;561;732;26.3;78.9;0;805;118;1;42;0.14
2013-02-10T20:00:00Z;2013-02-10T21:00:00Z;PT60M;18.3;91;1.7;14.8;148;667;373;522;25.6;79.6;0;804.7;111;1.3;56;0.14
2013-02-10T21:00:00Z;2013-02-10T22:00:00Z;PT60M;18.3;97;0.1;15;92;559;203;295;25.6;80.9;0;804.7;111;1.6;69;0.14
2013-02-10T22:00:00Z;2013-02-10T23:00:00Z;PT60M;18.4;103;1.3;15.5;42;227;39;82;26.4;82.8;0;805;115;1.9;83;0.14
2013-02-10T23:00:00Z;2013-02-11T00:00:00Z;PT60M;18.5;109;13.1;15.9;1;4;0;1;27.2;84.8;0;805.3;118;2.2;96;0.14
2013-02-11T00:00:00Z;2013-02-11T01:00:00Z;PT60M;18.2;117;17.1;16.1;0;0;0;0;28;87.8;0;805.7;122;2.1;108;0.14
2013-02-11T01:00:00Z;2013-02-11T02:00:00Z;PT60M;17.4;126;54.7;16;0;0;0;0;28.8;91.7;0;806.3;128;1.6;120;0.14
2013-02-11T02:00:00Z;2013-02-11T03:00:00Z;PT60M;16.5;139;69.7;15.9;0;0;0;0;29.6;95.9;0;806.9;140;1.2;130;0.14
2013-02-11T03:00:00Z;2013-02-11T04:00:00Z;PT60M;16.1;156;67.1;15.8;0;0;0;0;30.2;98.2;0;807.1;140;1;137;0.14
2013-02-11T04:00:00Z;2013-02-11T05:00:00Z;PT60M;16.1;178;75.4;15.8;0;0;0;0;30.5;98.5;0;806.9;123;1.1;140;0.14
2013-02-11T05:00:00Z;2013-02-11T06:00:00Z;PT60M;16;-160;79.7;15.8;0;0;0;0;30.7;98.8;0;806.7;110;1.4;138;0.14
2013-02-11T06:00:00Z;2013-02-11T07:00:00Z;PT60M;15.9;-142;78.3;15.7;0;0;0;0;30.5;98.7;0;806.4;98;1.5;132;0.14
2013-02-11T07:00:00Z;2013-02-11T08:00:00Z;PT60M;15.7;-128;78.4;15.4;0;0;0;0;29.9;98.2;0;806.2;82;1.5;122;0.14
2013-02-11T08:00:00Z;2013-02-11T09:00:00Z;PT60M;15.5;-118;82.2;15.1;0;0;0;0;29.3;97.7;0;806;68;1.6;111;0.14
2013-02-11T09:00:00Z;2013-02-11T10:00:00Z;PT60M;15.1;-110;68.7;14.5;0;0;0;0;28.6;96.2;0;806.2;65;1.7;98;0.14
2013-02-11T10:00:00Z;2013-02-11T11:00:00Z;PT60M;14.6;-104;62.1;13.6;14;0;0;14;28;93.7;0;806.8;72;1.9;85;0.14
2013-02-11T11:00:00Z;2013-02-11T12:00:00Z;PT60M;14;-98;91.8;12.6;18;0;0;18;27.3;91.3;0;807.4;77;2.1;72;0.14
2013-02-11T12:00:00Z;2013-02-11T13:00:00Z;PT60M;14.2;-92;76.8;12.7;126;0;0;126;27;90.9;0;808;82;2.1;58;0.14
2013-02-11T13:00:00Z;2013-02-11T14:00:00Z;PT60M;14.9;-86;43.4;13.8;332;104;84;416;27.1;92.6;0;808.4;86;2.1;45;0.14
2013-02-11T14:00:00Z;2013-02-11T15:00:00Z;PT60M;15.7;-76;1.1;14.8;127;881;754;881;27.1;94.3;0;808.8;90;2;31;0.14
2013-02-11T15:00:00Z;2013-02-11T16:00:00Z;PT60M;16.3;-57;0;15.4;120;934;882;1002;27;94.6;0;808.8;100;1.9;19;0.14
2013-02-11T16:00:00Z;2013-02-11T17:00:00Z;PT60M;16.5;-6;0.3;15.5;135;923;904;1039;26.8;93.3;0;808.4;115;2;11;0.14
2013-02-11T17:00:00Z;2013-02-11T18:00:00Z;PT60M;16.8;51;12.2;15.5;351;560;538;890;26.6;92;0;808;129;2.1;17;0.14
2013-02-11T18:00:00Z;2013-02-11T19:00:00Z;PT60M;17;74;5.9;15.1;236;719;622;858;26;89;0;807.4;139;1.8;29;0.14
2013-02-11T19:00:00Z;2013-02-11T20:00:00Z;PT60M;17;84;1.2;14.3;142;812;601;742;25.1;84.3;0;806.6;161;0.8;42;0.14
2013-02-11T20:00:00Z;2013-02-11T21:00:00Z;PT60M;17;91;3.1;13.6;137;676;387;524;24.2;80;0;805.8;252;0.6;56;0.14
2013-02-11T21:00:00Z;2013-02-11T22:00:00Z;PT60M;16.8;97;22.3;13.2;165;175;76;240;24;79.1;0;805.4;289;0.5;69;0.14
2013-02-11T22:00:00Z;2013-02-11T23:00:00Z;PT60M;16.3;103;34.7;13.1;54;0;0;54;24.5;81.7;0;805.5;62;0.7;83;0.14
2013-02-11T23:00:00Z;2013-02-12T00:00:00Z;PT60M;15.8;109;33.1;13.1;1;0;0;1;25.1;84.4;0;805.5;74;1.8;96;0.14
2013-02-12T00:00:00Z;2013-02-12T01:00:00Z;PT60M;15.4;116;21.5;13.3;0;0;0;0;25.6;87.7;0;805.8;71;2.1;109;0.14
2013-02-12T01:00:00Z;2013-02-12T02:00:00Z;PT60M;15.1;126;2.4;13.7;0;0;0;0;26;91.5;0;806.2;58;1.6;120;0.14
2013-02-12T02:00:00Z;2013-02-12T03:00:00Z;PT60M;14.8;139;0;14;0;0;0;0;26.4;95.4;0;806.7;36;1.2;130;0.14
2013-02-12T03:00:00Z;2013-02-12T04:00:00Z;PT60M;14.5;156;0;14.1;0;0;0;0;26.4;97.1;0;806.7;12;1.1;138;0.14
2013-02-12T04:00:00Z;2013-02-12T05:00:00Z;PT60M;14.4;178;0;13.8;0;0;0;0;25.9;96.3;0;806.4;352;1.1;141;0.14
2013-02-12T05:00:00Z;2013-02-12T06:00:00Z;PT60M;14.3;-160;0;13.5;0;0;0;0;25.4;95.4;0;806;332;1.1;139;0.14
2013-02-12T06:00:00Z;2013-02-12T07:00:00Z;PT60M;13.9;-142;0;13;0;0;0;0;24.7;94.5;0;805.6;317;1.2;132;0.14
2013-02-12T07:00:00Z;2013-02-12T08:00:00Z;PT60M;13.3;-128;0;12.3;0;0;0;0;23.8;93.5;0;805.2;305;1.2;122;0.14
2013-02-12T08:00:00Z;2013-02-12T09:00:00Z;PT60M;12.7;-118;0;11.5;0;0;0;0;22.9;92.4;0;804.9;294;1.2;111;0.14
2013-02-12T09:00:00Z;2013-02-12T10:00:00Z;PT60M;12.8;-110;0;11.2;0;0;0;0;22.2;90.2;0;804.8;290;1.3;98;0.14
2013-02-12T10:00:00Z;2013-02-12T11:00:00Z;PT60M;13.6;-103;0;11.4;21;254;38;59;21.5;86.9;0;805.1;293;1.4;85;0.14
2013-02-12T11:00:00Z;2013-02-12T12:00:00Z;PT60M;14.4;-98;0;11.6;57;662;211;268;20.8;83.5;0;805.3;296;1.4;72;0.14
2013-02-12T12:00:00Z;2013-02-12T13:00:00Z;PT60M;16;-92;0;12;75;828;435;510;20.5;77.3;0;805.5;315;1.1;58;0.14
2013-02-12T13:00:00Z;2013-02-12T14:00:00Z;PT60M;18.4;-85;0;12.6;86;911;645;731;20.5;69;0;805.6;14;1;45;0.14
2013-02-12T14:00:00Z;2013-02-12T15:00:00Z;PT60M;20.8;-76;0;13.2;92;957;815;906;20.5;61.7;0;805.7;47;1.7;31;0.14
2013-02-12T15:00:00Z;2013-02-12T16:00:00Z;PT60M;22.3;-56;0;13.5;89;986;930;1019;20.8;57.3;0;805.5;56;2.2;19;0.14
2013-02-12T16:00:00Z;2013-02-12T17:00:00Z;PT60M;22.8;-6;0;13.3;90;992;971;1061;21.3;55.2;0;805;59;2.2;12;0.14
2013-02-12T17:00:00Z;2013-02-12T18:00:00Z;PT60M;23.3;50;0;13.2;92;983;938;1030;21.7;53.3;0;804.5;63;2.3;17;0.14
2013-02-12T18:00:00Z;2013-02-12T19:00:00Z;PT60M;23.3;73;0;13.3;96;953;831;927;22.3;53.2;0;804.1;67;2.3;29;0.14
2013-02-12T19:00:00Z;2013-02-12T20:00:00Z;PT60M;23;84;0;13.4;93;906;669;761;23.1;54.8;0;803.6;71;2.3;42;0.14
2013-02-12T20:00:00Z;2013-02-12T21:00:00Z;PT60M;22.7;91;0;13.6;84;823;462;546;23.9;56.6;0;803.2;76;2.3;56;0.14
2013-02-12T21:00:00Z;2013-02-12T22:00:00Z;PT60M;22;96;0.3;13.9;68;661;237;305;24.7;60;0;803.1;75;2.3;70;0.14
2013-02-12T22:00:00Z;2013-02-12T23:00:00Z;PT60M;21;102;0.9;14.2;36;309;50;85;25.5;65.4;0;803.3;67;2.4;83;0.14
2013-02-12T23:00:00Z;2013-02-13T00:00:00Z;PT60M;19.9;109;0;14.6;1;6;1;1;26.3;71.3;0;803.6;60;2.5;96;0.14
2013-02-13T00:00:00Z;2013-02-13T01:00:00Z;PT60M;18.9;116;0;14.7;0;0;0;0;27;76.7;0;804;49;2.3;109;0.14
2013-02-13T01:00:00Z;2013-02-13T02:00:00Z;PT60M;17.8;126;0;14.6;0;0;0;0;27.5;81.4;0;804.6;29;2;120;0.14
2013-02-13T02:00:00Z;2013-02-13T03:00:00Z;PT60M;16.8;139;0;14.5;0;0;0;0;28;86.3;0;805.2;6;2;131;0.14
2013-02-13T03:00:00Z;2013-02-13T04:00:00Z;PT60M;16;156;0;14.3;0;0;0;0;28.1;89.4;0;805.4;349;1.8;138;0.14
2013-02-13T04:00:00Z;2013-02-13T05:00:00Z;PT60M;15.5;178;0;13.9;0;0;0;0;27.7;90.4;0;805.3;330;1.3;141;0.14
2013-02-13T05:00:00Z;2013-02-13T06:00:00Z;PT60M;15;-160;0;13.6;0;0;0;0;27.4;91.3;0;805.1;299;1.1;139;0.14
2013-02-13T06:00:00Z;2013-02-13T07:00:00Z;PT60M;14.6;-141;0;13.2;0;0;0;0;26.9;91.2;0;805;281;1;132;0.14
2013-02-13T07:00:00Z;2013-02-13T08:00:00Z;PT60M;14.5;-128;0;12.9;0;0;0;0;26.4;90.1;0;805;280;0.9;122;0.14
2013-02-13T08:00:00Z;2013-02-13T09:00:00Z;PT60M;14.3;-117;0;12.5;0;0;0;0;25.9;89;0;804.9;280;0.8;111;0.14
2013-02-13T09:00:00Z;2013-02-13T10:00:00Z;PT60M;14.7;-110;0;12.7;0;0;0;0;25.4;87.3;0;805;285;0.8;99;0.14
2013-02-13T10:00:00Z;2013-02-13T11:00:00Z;PT60M;15.8;-103;0;13.3;20;258;38;57;24.8;85.1;0;805.3;294;1;85;0.14
2013-02-13T11:00:00Z;2013-02-13T12:00:00Z;PT60M;16.9;-97;0;14;55;662;209;264;24.3;83;0;805.5;300;1.2;72;0.14
2013-02-13T12:00:00Z;2013-02-13T13:00:00Z;PT60M;18;-91;0;14.5;74;822;431;505;23.7;79.7;0;805.7;317;1.1;59;0.14
2013-02-13T13:00:00Z;2013-02-13T14:00:00Z;PT60M;19.2;-85;0;14.7;86;905;640;726;23.2;75.3;0;805.9;354;1.1;45;0.14
2013-02-13T14:00:00Z;2013-02-13T15:00:00Z;PT60M;20.4;-75;0;15;94;949;807;901;22.7;71.4;0;806;22;1.4;32;0.14
2013-02-13T15:00:00Z;2013-02-13T16:00:00Z;PT60M;20.9;-56;0;15.3;99;970;914;1013;22.7;70.3;0;805.9;32;1.7;19;0.14
2013-02-13T16:00:00Z;2013-02-13T17:00:00Z;PT60M;20.6;-6;2.6;15.4;160;886;866;1027;23.2;72.1;0;805.7;36;1.7;12;0.14
2013-02-13T17:00:00Z;2013-02-13T18:00:00Z;PT60M;20.4;50;1;15.6;130;926;882;1011;23.8;73.9;0;805.4;39;1.7;17;0.14
2013-02-13T18:00:00Z;2013-02-13T19:00:00Z;PT60M;20.2;72;0;15.7;114;924;804;918;24.4;75.4;0;805.1;45;1.7;29;0.14
2013-02-13T19:00:00Z;2013-02-13T20:00:00Z;PT60M;20;83;0;15.8;112;868;640;752;25.1;76.5;0;804.6;55;1.7;42;0.14
2013-02-13T20:00:00Z;2013-02-13T21:00:00Z;PT60M;19.9;90;3;15.9;132;686;388;520;25.8;77.7;0;804.2;64;1.8;56;0.14
2013-02-13T21:00:00Z;2013-02-13T22:00:00Z;PT60M;19.8;96;1.3;16.1;92;553;195;288;27.1;79.5;0;804.1;72;1.8;70;0.14
2013-02-13T22:00:00Z;2013-02-13T23:00:00Z;PT60M;19.7;102;9.7;16.5;40;167;35;75;28.9;82;0;804.4;79;1.9;83;0.14
2013-02-13T23:00:00Z;2013-02-14T00:00:00Z;PT60M;19.6;108;0.5;16.9;1;0;0;1;30.8;84.6;0;804.7;86;2.1;96;0.14
2013-02-14T00:00:00Z;2013-02-14T01:00:00Z;PT60M;19.4;116;0;17.2;0;0;0;0;32.1;87.3;0;805.2;90;2.2;109;0.14
2013-02-14T01:00:00Z;2013-02-14T02:00:00Z;PT60M;19;125;0;17.4;0;0;0;0;32.7;90.1;0;805.7;92;2.2;121;0.14
2013-02-14T02:00:00Z;2013-02-14T03:00:00Z;PT60M;18.7;138;0;17.5;0;0;0;0;33.2;93;0;806.3;94;2.3;131;0.14
2013-02-14T03:00:00Z;2013-02-14T04:00:00Z;PT60M;18.2;156;0;17.3;0;0;0;0;33.3;94.4;0;806.4;93;2.4;138;0.14
2013-02-14T04:00:00Z;2013-02-14T05:00:00Z;PT60M;17.7;178;0;16.8;0;0;0;0;32.7;94.3;0;806.1;91;2.5;141;0.14
2013-02-14T05:00:00Z;2013-02-14T06:00:00Z;PT60M;17.1;-160;6.6;16.2;0;0;0;0;32.2;94.2;0;805.8;88;2.6;139;0.14
2013-02-14T06:00:00Z;2013-02-14T07:00:00Z;PT60M;16.7;-141;7.9;15.8;0;0;0;0;31.6;94.6;0;805.6;88;2.5;132;0.14
2013-02-14T07:00:00Z;2013-02-14T08:00:00Z;PT60M;16.5;-127;3.2;15.8;0;0;0;0;31;95.5;0;805.5;89;2.1;123;0.14
2013-02-14T08:00:00Z;2013-02-14T09:00:00Z;PT60M;16.2;-117;36.6;15.6;0;0;0;0;30.4;96.4;0;805.4;91;1.6;111;0.14
2013-02-14T09:00:00Z;2013-02-14T10:00:00Z;PT60M;15.9;-109;29.4;15.4;0;0;0;0;29.8;96.7;0;805.8;91;1.4;99;0.14
2013-02-14T10:00:00Z;2013-02-14T11:00:00Z;PT60M;15.6;-103;21.5;15;34;29;3;37;29.3;96.2;0;806.7;88;1.2;86;0.14
2013-02-14T11:00:00Z;2013-02-14T12:00:00Z;PT60M;15.3;-97;58;14.6;101;2;0;101;28.8;95.8;0;807.6;84;1.1;72;0.14
2013-02-14T12:00:00Z;2013-02-14T13:00:00Z;PT60M;15.6;-91;49.6;14.5;218;70;46;263;28.4;93.6;0;808.3;88;1;59;0.14
