,GHI_prom,Ghi estimado
311,898.690798653862,545
312,972.6073216777476,708
313,673.3747845358283,802
314,313.4736928506936,778
315,315.1337929902322,713
316,264.02158745793315,554
317,258.61035869654427,390
318,31.199212016744635,266
319,37.33378478207337,0
320,83.64524337191166,0
321,194.56825084133632,3
322,405.6307970122303,70
323,458.1568579167691,185
324,792.7686120003283,294
325,1035.3586965443649,441
326,867.3561520151027,490
327,506.346958877124,706
328,406.6096199622425,854
329,214.42378724452104,888
330,81.62603628006241,816
331,29.53817913187527,585
332,55.06083250832962,0
333,232.19650332430427,0
334,467.73988344414346,3
335,682.0549125831077,86
336,877.6060904539113,301
337,977.201838627596,539
338,991.8123614873184,754
339,958.2143150291388,893
340,855.5692358204055,985
341,707.4796848066976,989
342,202.8708035787573,934
343,116.76106049413116,874
344,33.09832078349035,666
345,35.53783524653293,0
346,119.81654764836247,0
347,262.728802429615,2
348,484.41475826972015,59
349,717.3048510219159,216
350,687.9709431174585,389
351,599.7660674710661,592
352,487.9647869982763,769
353,376.95969793975206,729
354,283.4277271607978,673
355,203.61158992038085,573
356,235.0652548633342,503
357,38.74870489190784,502
358,32.00478418405037,0
359,193.62431256669123,0
360,368.5935319707789,1
361,510.7752606090454,31
362,503.3448247558072,173
363,749.0088648116227,448
364,748.8652220306988,546
365,607.6848887794469,586
366,195.24952803086268,729
367,50.83312812936058,733
368,17.427973405565123,688
369,43.2816219322006,546
370,50.91110563900519,304
371,61.14836971479061,0
372,216.70565542148896,0
373,418.86850529426255,2
374,601.0547484199292,72
375,749.7906919477962,278
376,846.8131823032094,516
377,899.9097102519904,732
378,918.85414101617,903
379,854.4426660100139,1017
380,702.9836657637692,1055
381,510.0816711811541,1021
382,277.4296150373472,910
383,73.58830466957843,753
384,25.61362943918797,0
385,62.46614134449643,8
386,71.89321185258146,70
387,188.15973077238772,173
388,208.38668636624803,347
389,153.76344086021507,386
390,135.96815234342935,474
391,169.95608634983174,735
392,73.69285069358945,669
393,31.297709923664115,492
394,8.016635202057511,0
395,173.76672412377903,0
396,390.8745793318559,0
397,619.5538865632439,13
398,514.7459574817368,135
399,917.2104571944508,389
400,947.1558729377,598
401,923.1839448411722,701
402,746.3453172453418,834
403,392.8547976688827,802
404,158.50775671016987,797
405,41.648198309119245,717
406,1.326985690442967,6
407,1.7074519241937802,0
408,2.10617864795905,0
409,4.113736112519374,0
410,41.20906180743659,0
411,222.23385044734465,0
412,605.9673315275382,15
413,615.1748337847818,113
414,853.9748009521464,331
415,948.0649265369776,601
416,918.8397767380776,679
417,771.67364360174,656
418,527.4049905606171,754
419,180.54461134367563,688
420,53.02881063777394,643
421,11.58469700700678,0
422,161.0071410982517,0
423,393.90954608881225,0
424,613.7178855782647,19
425,784.1192645489614,183
426,913.660428465895,415
427,909.720512189116,630
428,824.9466469670849,792
429,737.8970696872691,853
430,608.4215710416153,833
431,378.2319625707953,803
432,75.24008864811623,778
433,11.457843642034726,0
434,160.10219157842897,0
435,392.66190593449886,0
436,613.0078798325535,19
437,784.6486907986538,181
438,889.9737338914881,411
439,930.2183370270048,624
440,843.8172043010755,790
441,781.9071657227283,891
442,553.8680948863168,917
443,223.1264877288024,854
444,84.43117458754003,715
445,6.714415508325619,0
446,53.64647459574819,0
447,247.35081671181152,0
448,606.64450463761,15
449,613.916933431831,125
450,900.1539029795616,334
451,954.6437659033082,598
452,618.5709595337764,752
453,545.087416892391,832
454,311.60018057949594,844
455,172.0861035869655,679
456,50.52327013050972,559
457,25.60535171960929,0
458,82.18008700648444,0
459,188.83279980300412,7
460,149.06632192399243,66
461,282.5002052039727,134
462,301.1368300090289,198
463,310.97020438315684,231
464,194.86784864154967,274
465,151.1183616514815,392
466,48.11417549043748,307
467,16.102355741607138,210
468,3.3756053517196096,0
469,5.987851924813262,0
470,5.550767462858079,0
471,4.727899532134941,0
472,4.370844619551835,0
473,3.91323976032176,0
474,6.469142191745376,0
475,36.78896823442502,0
476,119.5477304440614,0
477,156.13765082491994,6
478,298.3173274234589,69
479,516.303455634901,150
480,260.5495362390215,227
481,249.6983501600591,343
482,130.66978576705247,433
483,146.66133136337518,313
484,78.55823688746612,326
485,27.58146597718131,119
486,1.7460992590271094,94
487,17.194810391529177,0
488,68.6756135598785,0
489,261.5755561027661,0
490,288.219239924485,16
491,443.32471476647794,144
492,482.55150619716,255
493,607.426331773783,353
494,614.0503160141182,440
495,276.53902979561667,483
496,106.71632602807192,488
497,38.044816547648345,344
498,12.88886152835918,312
499,10.061407288845112,0
500,166.25010260198638,0
501,430.9324468521709,0
502,636.2102930312733,16
503,793.1913321841909,173
504,923.5881966674874,401
505,949.9733234835428,612
506,897.2144100709788,776
507,782.161618648937,876
508,597.4698350160057,906
509,361.5139949109415,862
510,113.33210210949684,748
511,16.535709222239632,0
512,183.4133628827054,0
513,404.4713945661988,0
514,613.4880571287861,16
515,784.3306246408928,176
516,893.1482393499139,408
517,915.0907001559548,619
518,869.2194040876627,781
519,740.1399491094143,878
520,445.5347615529837,901
521,351.2271197570384,851
522,104.8551259952393,733
523,16.883653319141164,0
524,94.4102437823196,0
525,148.12033160961994,0
526,235.3586965443651,12
527,561.1241073627185,134
528,355.2983665763769,236
529,328.98506115078374,310
530,619.4820651727817,444
531,286.71919888369047,306
532,325.05130099318734,277
533,133.29639661823856,522
534,37.56669129114337,425
535,1.4109159639817117,2
536,2.380366083887384,0
537,35.91685135024214,0
538,149.96306328490513,0
539,458.6021505376342,7
540,631.2936058442091,82
541,712.4805056225889,155
542,770.0299597800217,367
543,382.8244274809159,423
544,355.88319789871144,610
545,236.44012148075188,640
546,117.76245588114594,458
547,22.49856357219075,423
548,0.5171140113272592,262
549,0.4406485309555593,0
550,6.829671045960863,0
551,37.1296068291882,0
552,262.9647869982763,0
553,582.5084133628827,8
554,772.8166297299514,93
555,306.8004596568989,277
556,165.7822375441189,528
557,196.8829516539441,673
558,156.85996880899611,652
559,209.00845440367723,503
560,129.15948452762052,313
561,40.000410407945495,187
562,90.86226709349091,0
563,379.8161372404168,0
564,579.5062792415662,11
565,753.0329147172292,131
566,894.083969465649,365
567,937.0352130017238,570
568,795.9287531806618,729
569,664.5612739062628,752
570,417.37462037265055,771
571,122.41648198309124,729
572,33.06246408930473,596
573,165.19945826151192,0
574,385.0139538701469,0
575,578.4679471394564,12
576,754.1143396536154,162
577,857.8900927521956,386
578,891.6871870639405,595
579,844.7960272510871,758
580,699.831732742346,856
581,312.4435689074942,880
582,114.49971271443822,832
583,56.57063120742017,687
584,0.0,0
585,14.92752761762432,0
586,24.5444471804974,0
587,62.96068291882131,9
588,149.17097595009437,64
589,131.31002216202904,103
590,107.08158909956494,109
591,113.3218419108594,148
592,175.62587211688404,147
593,126.82836739719284,87
594,40.862267093490914,78
595,4.290815070179762,112
596,0.4441200267351461,92
597,0.0,0
598,70.11614544857588,0
599,211.20003283263569,0
600,281.11713042764507,8
601,439.5530657473527,94
602,305.9242386932611,176
603,170.47114832143146,196
604,256.3366986784864,294
605,210.33202002790776,361
606,180.67183780677988,251
607,97.87613888204883,269
608,30.854469342526453,331
609,0.0,0
610,0.0,0
611,0.0,0
612,0.0,0
613,0.0,0
614,0.0,0
615,1.953541820569646,0
616,37.86013297217435,0
617,121.97529344168106,0
618,267.0647623737997,6
619,347.617581876385,84
620,363.3259459903144,180
621,388.0961175408356,304
622,367.6598538947716,337
623,244.64212427152592,301
624,156.1479110235574,279
625,72.81252565049657,303
626,24.944594927357794,205
627,10.04533800715558,0
628,156.78609537880655,0
629,359.59738980546666,0
630,562.2876138882049,10
631,738.7404580152672,152
632,839.63719937618,370
633,876.2414840351306,572
634,830.4809981121235,730
635,707.613067388985,825
636,525.6833292292537,850
637,305.2450135434622,803
638,78.89477140277441,689
639,11.252639669285813,0
640,131.9502585570056,0
641,362.0290568825413,0
642,565.9299844044982,10
643,728.1909217762454,154
644,838.2787490765821,373
645,868.2980382500203,577
646,824.5218747434948,735
647,709.2198144956085,830
648,527.4173027989822,855
649,268.9095460888124,808
650,60.40384141836986,692
651,143.9239103669047,0
652,352.70253632110314,0
653,559.5645571698267,9
654,724.8645653779854,153
655,831.3387507182143,372
656,861.8854141016168,576
657,817.9697118936222,734
658,693.811048181893,829
659,516.7323319379461,853
660,225.92136583764253,805
661,33.22662726750389,680
662,10.834769761142574,0
663,149.0416974472626,0
664,344.7324140195353,0
665,552.83591890339,9
666,713.5373060822454,149
667,812.7349585487979,367
668,850.6812771895262,569
669,808.206106870229,725
670,689.3437576951491,819
671,511.32110317655736,843
672,288.61323155216286,795
673,42.41976524665517,679
674,126.99047853566444,0
675,336.2246573093654,0
676,537.4456209472216,8
677,703.5849134039233,143
678,806.820980054174,357
679,840.137897069687,558
680,798.5266354756625,713
681,683.6452433719119,808
682,512.8539768529919,831
683,203.4925716161865,783
684,35.39973733891488,640
685,4.947467782976278,0
686,120.6045309037183,0
687,328.65263071493064,0
688,531.2689813674791,8
689,694.75293441681,137
690,795.3931708117871,348
691,829.6006730690303,547
692,787.2855618484775,702
693,674.294098333744,798
694,424.8502010998933,822
695,145.29672494459498,775
696,26.89403266847244,638
697,0.0,202
698,122.92538783550846,0
699,334.46400722317986,0
700,535.4099975375523,8
701,698.7236312895017,142
702,800.3857834687681,357
703,825.0102601986371,558
704,778.9686448329641,715
705,664.3540178937864,810
706,490.9402446031355,835
707,273.4671263235656,787
708,51.51235327915947,671
709,133.3374374127883,0
710,333.56316178281213,0
711,541.4142657801856,8
712,700.9767709102848,144
713,800.9008454403672,360
714,830.6738898465069,562
715,787.1460231470081,718
716,673.7031108922268,812
717,484.9010916851352,835
718,264.45046376097844,787
719,51.48811138610761,671
720,124.20791266518918,0
721,335.83682180087004,0
722,540.7350406303866,8
723,703.0903718295983,144
724,795.3705983747845,361
725,828.2914717228922,563
726,765.9669211195927,719
727,665.3082163670691,812
728,513.7732906509068,834
729,277.40704260034465,785
730,59.94940789326407,668
731,0.0,0
732,6.976002328132345,0
733,111.9182467372568,0
734,333.4933924320774,0
735,530.0787983255354,8
736,689.6905524090944,141
737,795.7256012476399,360
738,811.5632438644009,562
739,768.4232126733972,717
740,658.7560535171963,810
741,484.1582533037841,832
742,269.5477304440613,782
743,58.922191299661286,663
744,10.39460723959616,0
745,83.9489452515801,0
746,297.1538208979726,0
747,522.822785849134,6
748,685.2560945579902,133
749,766.8657145202329,352
750,810.3299679881799,553
751,754.8674382336043,707
752,646.7352047935649,797
753,472.999261265698,822
754,247.82278584913405,773
755,21.773221529568804,655
756,0.0800295493720758,0
757,0.0,0
758,0.0,0
759,0.0,0
760,0.0,0
761,7.32736031923424,0
762,96.07444800131329,0
763,279.84281375687425,0
764,488.4244438972337,6
765,635.0036936715095,117
766,752.8584913403922,320
767,788.6850529426247,520
768,678.948124435689,677
769,557.2478043174913,767
770,425.05540507264215,800
771,206.394155790856,707
772,50.35933495672476,568
773,100.03898875482228,0
774,299.7393909546089,0
775,512.5646392514158,7
776,667.7439875235983,131
777,767.6824263317736,339
778,785.0816711811539,534
779,741.2172699663466,683
780,627.8851678568496,772
781,367.3540999753757,792
782,91.42042189936808,743
783,15.959999833054384,627
784,0.0,411
785,0.0,125
786,0.0,33
787,0.0,0
788,0.0,0
789,0.0,0
790,80.35992776820162,0
791,289.8896002626611,0
792,508.097348764672,6
793,689.4915045555285,119
794,782.0097677091022,314
795,808.294344578511,502
796,699.1504555528195,517
797,647.5888533202004,669
798,436.8443733070672,689
799,104.6663383403103,672
800,10.091931379791507,583
801,0.0,358
802,0.0,140
803,0.0,23
804,0.0,1
805,0.0,0
806,0.0,0
807,35.83476976114259,0
808,127.0027907740294,0
809,307.39965525732566,4
810,675.6115078387917,67
811,663.6255437905276,165
812,793.8808175326277,338
813,435.5680045965691,516
814,217.1858327177214,624
815,161.1302634819009,668
816,54.67454649922024,517
817,7.451469260444881,333
818,0.0,0
819,0.0,0
820,125.84954444718048,0
821,229.00147746860367,0
822,294.0552409094641,4
823,586.4442255602066,68
824,682.0077156693753,195
825,656.7163260280719,322
826,612.8231962570795,385
827,392.0237215792498,508
828,391.1885414101616,536
829,154.15127636871054,425
830,22.539887406702945,325
831,0.0,0
832,0.0,0
833,0.0,0
834,5.782647952064351,0
835,89.99015020930803,0
836,237.8108840187146,0
837,349.32487892965605,4
838,556.7327423458918,79
839,725.324222276943,220
840,733.3641139292455,394
841,743.7802675859803,608
842,589.8957563818436,734
843,372.6257900352952,755
844,81.06788147418533,683
845,18.19931233868687,536
846,0.0,34
847,0.0,0
848,0.00626046018556,0
849,0.0067157663808734,0
850,8.610358696544363,0
851,55.23680538455223,0
852,172.6750389887548,0
853,394.53336616596897,4
854,486.19592875318057,75
855,727.702536321103,261
856,708.4482475580725,447
857,667.4484938028398,616
858,574.9056061725353,728
859,411.9305589756219,732
860,164.3827464499712,670
861,35.01190183041942,539
862,3.570549125831075,0
863,98.35016005909874,0
864,293.26520561438065,0
865,486.4770581958465,5
866,737.351227119757,106
867,745.9082327833866,309
868,716.1577608142493,459
869,498.670278256587,504
870,395.7953705983747,630
871,130.9016662562587,685
872,68.41705655421487,594
873,9.662739378326672,392
874,0.0,0
875,0.0,0
876,0.0,0
877,0.0,0
878,0.4463186407288844,0
879,12.745218747434944,0
880,37.86628909135678,0
881,83.3005006976935,3
882,126.24764015431336,34
883,186.60223261922349,64
884,201.6477879011737,119
885,121.51153246326848,160
886,53.484363457276494,187
887,90.19125010260196,214
888,32.2826889928589,161
889,6.122842862562143,84
890,0.0,70
891,0.0,0
892,0.0,0
893,0.0,0
894,0.0,0
895,98.40146105228597,0
896,297.09020766642044,0
897,509.8600508905854,6
898,365.79660182221136,115
899,277.349585487975,313
900,264.60436674054006,433
901,223.963719937618,302
902,234.56660920955431,312
903,203.92144791923167,298
904,139.5817943035377,237
905,21.7419644538436,218
906,45.34802593778216,0
907,300.0533530329148,0
908,505.8503652630712,6
909,681.5542148896001,113
910,762.5748994500536,295
911,787.7452187474353,482
912,744.7508823770823,637
913,625.0513009931873,744
914,355.7005663629649,766
915,206.85424469817733,726
916,30.440671070522352,609
917,1.8585616960401488,0
918,1.4353477883331822,0
919,27.57120577854387,0
920,159.40655011081017,0
921,487.5707953705984,3
922,657.5679225149798,54
923,471.24887137815,201
924,290.9607650004105,479
925,185.2047935648034,618
926,177.83797094311748,569
927,164.4853484363457,509
928,121.36788968234428,361
929,24.82198555364032,246
930,103.62390215874576,0
931,302.0438315685791,0
932,495.7481736846424,5
933,653.3304604777147,114
934,753.1108922268733,317
935,777.7066404005585,510
936,727.4829680702617,659
937,607.5289337601573,748
938,430.79085611097423,768
939,221.2796519740621,719
940,38.57745468560968,603
941,103.4125420668144,0
942,326.9042928671099,0
943,491.2029056882541,5
944,652.755889354018,113
945,751.3810227365997,316
946,775.2154641713862,508
947,722.991053106788,656
948,593.8808175326272,743
949,423.3316917015515,763
950,212.97915127636853,713
951,34.46902817144923,598
952,87.5646392514159,0
953,264.9265369777558,0
954,531.5193302142328,5
955,628.2340146105229,106
956,760.9106952310597,309
957,613.5188377246984,488
958,632.2437002380367,639
959,405.8585734219813,740
960,336.2205532299106,725
961,160.543380119839,622
962,14.008591206325749,501
963,86.96544365098907,0
964,291.9601083476975,0
965,450.9028974800952,5
966,363.35672658622656,100
967,436.67610604941314,281
968,213.12895017647543,376
969,42.5080029549372,301
970,77.59993433472866,212
971,72.99105310678812,225
972,31.4844455388656,114
973,7.636152835918904,105
974,32.81211524255108,0
975,150.52942624969216,0
976,281.8989575638185,2
977,583.9304768940325,43
978,762.8724452105392,125
979,771.4150865960763,282
980,474.5670196174995,398
981,562.4805056225888,452
982,477.6286628909136,576
983,156.57678732660264,548
984,17.299901984925945,413
985,34.609702043831575,0
986,172.60937371747514,0
987,355.692358204055,4
988,398.0361979807929,65
989,708.6370352130017,202
990,772.2830994008042,409
991,390.1768858245094,503
992,392.81786095378806,506
993,209.4537470245424,577
994,68.1256669129114,612
995,17.35512599523926,441
996,0.1032639346736462,0
997,0.8330408085211167,0
998,38.89436099482887,0
999,125.73873430189605,0
1000,164.51612903225805,3
1001,254.43240581137653,64
1002,120.77895428055486,178
1003,250.4083559057703,240
1004,389.8382992694739,263
1005,224.39670032011816,188
1006,143.3329229253878,246
1007,59.3183124025281,288
1008,5.902905223641352,271
1009,0.0,0
1010,0.0,0
1011,0.0,0
1012,0.0,0
1013,0.0,0
1014,0.0,0
1015,0.0,0
1016,0.0,0
1017,15.027086924402854,0
1018,70.68045637363538,0
1019,104.2641385537224,4
1020,157.59870311089225,68
1021,145.76253796273502,103
1022,158.4810801937125,144
1023,400.9500943938274,222
1024,284.14388902569146,215
1025,104.12254781252562,232
1026,45.40343101042433,275
1027,8.990348170787643,196
1028,22.88229500123123,0
1029,122.46573093655088,0
1030,201.8119510793729,1
1031,181.9297381597308,39
1032,223.75851596486905,145
1033,176.04038414183702,201
1034,181.68349339243204,222
1035,281.1992120167446,308
1036,92.6331773783141,243
1037,29.83460559796437,190
1038,3.806179894539308,174
1039,0.0,63
1040,0.0,52
1041,0.0,9
1042,0.0,0
1043,0.0,0
1044,0.0083947079760918,0
1045,0.0,0
1046,0.0,0
1047,0.3367020287553583,0
1048,19.61134367561356,0
1049,94.3733070672248,0
1050,301.7114011327259,2
1051,380.9160305343512,67
1052,471.7967659853895,173
1053,642.2966428630058,245
1054,690.2610194533368,318
1055,478.9214479192317,421
1056,128.8927193630469,530
1057,129.34622014282203,581
1058,41.50914244052705,505
1059,0.1264500156398703,14
1060,0.0,0
1061,0.0,0
1062,0.0,0
1063,0.0,0
1064,0.3063044666398399,0
1065,75.34063859476319,0
1066,258.52417302798983,0
1067,458.4974965115323,3
1068,612.5748994500535,89
1069,709.3306246408933,280
1070,734.8723631289498,465
1071,685.1863252072559,609
1072,574.1586637117292,696
1073,405.4892062710334,715
1074,196.51358450299588,667
1075,23.8084330242866,555
1076,0.0184683575474021,0
1077,0.0697693507346302,0
1078,0.2052039727489124,0
1079,31.16022326192236,0
1080,234.4475909053599,0
1081,453.3325125174424,3
1082,597.2872034802597,84
1083,689.7993105146518,264
1084,719.7180497414429,432
1085,681.238200771567,603
1086,568.1584995485514,695
1087,400.297545760486,714
1088,193.0435853238118,666
1089,28.053435114503817,552
1090,0.0,0
1091,0.0,0
1092,0.0,0
1093,41.044898629237466,0
1094,188.8122794057293,0
1095,338.2869572354921,3
1096,478.5274562915538,70
1097,639.4135270458835,213
1098,716.2952474759911,353
1099,667.3930887301976,465
1100,517.6701140934089,523
1101,238.22539604366736,512
1102,87.19937617992291,440
1103,12.922253811197418,335
1104,0.0,0
1105,0.0,0
1106,0.0,0
1107,0.0,0
1108,0.0,0
1109,0.0,0
1110,37.21374045801527,0
1111,134.63637856028893,0
1112,192.6783222523188,2
1113,290.95460888122784,56
1114,377.37831404415977,162
1115,456.6486087170648,275
1116,649.4644176311256,374
1117,420.7789542805549,439
1118,225.2277764097513,442
1119,95.56759418862352,365
1120,11.76790782669552,305
1121,0.0,0
1122,0.0,0
1123,0.0,0
1124,0.4535007797750964,0
1125,18.95674300254452,0
1126,96.63670688664531,0
1127,202.39267832225235,2
1128,301.01986374456203,61
1129,681.5973077238776,207
1130,721.921940408766,346
1131,670.1058852499384,469
1132,559.195190018879,556
1133,392.9861282114424,551
1134,177.01920709184927,479
1135,27.77830394181047,375
1136,0.0123122383649347,0
1137,55.911926454896175,0
1138,250.93573011573503,0
1139,434.7246162685708,2
1140,600.4186161044076,58
1141,672.1209882623324,174
1142,680.7046704424196,270
1143,545.6045309037183,352
1144,472.5539686448329,415
1145,349.4705737503078,450
1146,163.54961832061062,423
1147,12.493501874196282,288
1148,23.282442748091604,0
1149,227.1115488795864,0
1150,431.20331609619967,2
1151,581.8661249281784,62
1152,673.8857424279732,200
1153,710.6418780267584,321
1154,657.5494541574325,447
1155,539.910120659936,539
1156,370.8856603463842,577
1157,171.7803496675696,537
1158,25.512954471339096,397
1159,0.1190183041943691,0
1160,0.0,0
1161,0.0,0
1162,0.2277764097512927,0
1163,29.980300418616107,0
1164,168.89928589017484,0
1165,444.5436263646064,2
1166,587.1357629483704,61
1167,682.2662726750389,182
1168,720.4957727981613,310
1169,673.1367479274398,412
1170,552.9569892473116,485
1171,392.8609537880652,479
1172,120.0135434622014,440
1173,38.003775753098566,355
1174,66.0038578346877,0
